"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 19 12740 9 5 3 2
"3" 8 24 12736 13 4 3 4
"4" 12 28 12732 16 3 3 6
"5" 16 34 12726 16 7 3 8
"6" 20 36 12723 16 5 5 10
"7" 24 42 12718 19 5 6 12
"8" 28 48 12711 19 7 7 15
"9" 32 58 12701 24 7 10 17
"10" 36 63 12696 24 9 12 18
"11" 40 75 12685 30 8 15 22
"12" 44 83 12675 32 11 15 25
"13" 48 100 12659 43 13 16 28
"14" 52 114 12645 47 13 20 34
"15" 56 124 12634 48 14 22 40
"16" 60 134 12625 47 19 24 44
"17" 64 143 12614 45 22 26 50
"18" 68 159 12598 51 20 28 60
"19" 72 170 12586 50 17 34 69
"20" 76 186 12571 55 16 37 78
"21" 80 199 12557 51 21 42 85
"22" 84 217 12543 53 27 46 91
"23" 88 233 12525 56 18 53 106
"24" 92 248 12511 53 26 53 116
"25" 96 261 12495 55 27 59 120
"26" 100 275 12484 57 18 64 136
"27" 104 284 12473 44 28 67 145
"28" 108 297 12460 46 18 76 157
"29" 112 309 12449 49 15 81 164
"30" 116 318 12439 46 17 83 172
"31" 120 333 12425 41 23 85 184
"32" 124 348 12411 44 24 91 189
"33" 128 357 12401 43 16 96 202
"34" 132 371 12389 50 11 98 212
"35" 136 375 12382 41 13 104 217
"36" 140 388 12371 43 18 104 223
"37" 144 397 12361 39 19 106 233
"38" 148 405 12354 41 16 110 238
"39" 152 410 12349 31 15 114 250
"40" 156 418 12341 28 19 116 255
"41" 160 429 12329 30 19 117 263
"42" 164 447 12312 37 24 119 267
"43" 168 460 12298 36 21 122 281
"44" 172 473 12285 42 18 125 288
"45" 176 481 12275 44 14 127 296
"46" 180 491 12267 39 18 131 303
"47" 184 494 12265 30 15 136 313
"48" 188 503 12257 28 16 138 321
"49" 192 509 12250 28 12 141 328
"50" 196 517 12240 26 10 147 334
"51" 200 522 12238 23 9 150 340
