"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 18 12742 8 6 2 2
"3" 8 20 12740 10 3 2 5
"4" 12 21 12739 10 3 2 6
"5" 16 25 12735 12 2 3 8
"6" 20 29 12730 14 1 3 11
"7" 24 32 12727 14 2 3 13
"8" 28 33 12726 12 3 3 15
"9" 32 37 12722 9 5 6 17
"10" 36 40 12720 11 2 9 18
"11" 40 43 12717 11 3 10 19
"12" 44 46 12714 9 4 10 23
"13" 48 53 12707 12 4 11 26
"14" 52 57 12702 15 2 12 28
"15" 56 63 12697 18 4 13 28
"16" 60 64 12695 19 1 15 29
"17" 64 67 12693 17 5 15 30
"18" 68 75 12685 19 5 16 35
"19" 72 78 12681 19 5 17 37
"20" 76 82 12677 18 5 19 40
"21" 80 87 12672 19 5 20 43
"22" 84 90 12666 19 3 21 47
"23" 88 99 12661 24 5 22 48
"24" 92 102 12657 19 8 25 50
"25" 96 108 12651 19 10 25 54
"26" 100 118 12641 25 8 27 58
"27" 104 124 12636 24 10 30 60
"28" 108 130 12630 24 9 32 65
"29" 112 138 12621 28 8 34 68
"30" 116 141 12617 24 11 35 71
"31" 120 149 12609 26 7 38 78
"32" 124 157 12603 26 10 39 82
"33" 128 163 12596 29 6 40 88
"34" 132 169 12591 28 8 41 92
"35" 136 174 12586 25 11 41 97
"36" 140 179 12580 20 10 46 103
"37" 144 184 12575 19 12 48 105
"38" 148 188 12571 17 11 50 110
"39" 152 191 12569 16 10 50 115
"40" 156 194 12566 14 8 54 118
"41" 160 196 12563 13 5 54 124
"42" 164 201 12559 12 9 55 125
"43" 168 204 12556 13 7 56 128
"44" 172 205 12554 10 9 56 130
"45" 176 209 12551 11 8 58 132
"46" 180 210 12550 11 4 58 137
"47" 184 211 12549 8 6 59 138
"48" 188 215 12544 10 5 60 140
"49" 192 218 12542 10 5 61 142
"50" 196 220 12540 8 5 62 145
"51" 200 220 12540 7 4 63 146
