# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 7000 0 0 0 0
 4.000000E+00 2 7000 2 0 0 0
 8.000000E+00 6 7000 6 0 0 0
 1.200000E+01 6 7000 6 0 0 0
 1.600000E+01 6 7000 5 1 0 0
 2.000000E+01 10 7000 10 0 0 0
 2.400000E+01 7 7000 7 0 0 0
 2.800000E+01 21 6996 19 1 0 1
 3.200000E+01 33 6993 26 4 0 3
 3.600000E+01 24 6989 15 3 1 5
 4.000000E+01 32 6978 21 3 2 6
 4.400000E+01 54 6969 40 4 2 8
 4.800000E+01 70 6958 48 6 5 11
 5.200000E+01 70 6946 43 7 6 14
 5.600000E+01 97 6924 63 5 10 19
 6.000000E+01 126 6909 85 5 11 25
 6.400000E+01 192 6895 145 5 13 29
 6.800000E+01 239 6878 176 13 15 35
 7.200000E+01 312 6841 233 21 15 43
 7.600000E+01 391 6787 288 29 16 58
 8.000000E+01 482 6725 345 47 21 69
 8.400000E+01 652 6594 456 64 26 106
 8.800000E+01 795 6423 549 77 37 132
 9.200000E+01 1016 6265 704 87 52 173
 9.600000E+01 1277 6057 864 136 71 206
 1.000000E+02 1650 5741 1134 158 94 264
 1.040000E+02 2072 5376 1419 187 130 336
 1.080000E+02 2555 4989 1754 210 169 422
 1.120000E+02 3124 4550 2125 243 218 538
 1.160000E+02 3922 4068 2670 328 265 659
 1.200000E+02 4652 3514 3118 379 324 831
 1.240000E+02 5629 2909 3711 490 399 1029
 1.280000E+02 6731 2258 4328 619 497 1287
 1.320000E+02 7932 1608 4982 707 651 1592
 1.360000E+02 8926 1065 5384 814 783 1945
 1.400000E+02 10104 716 5753 1063 941 2347
 1.440000E+02 11167 431 6032 1186 1152 2797
 1.480000E+02 12197 250 6134 1333 1390 3340
 1.520000E+02 12667 128 5760 1337 1660 3910
 1.560000E+02 13228 61 5389 1376 1942 4521
 1.600000E+02 13444 22 4612 1456 2217 5159
 1.640000E+02 13563 10 3831 1455 2501 5776
 1.680000E+02 13383 4 2903 1325 2778 6377
 1.720000E+02 13253 3 2094 1188 3029 6942
 1.760000E+02 13164 2 1444 1025 3259 7436
 1.800000E+02 12940 2 943 740 3427 7830
 1.840000E+02 12847 1 589 580 3553 8125
 1.880000E+02 12767 1 364 420 3647 8336
 1.920000E+02 12796 1 241 343 3723 8489
 1.960000E+02 12719 0 127 218 3770 8604
 2.000000E+02 12723 0 95 131 3809 8688

#Simulation ended (eff.: 0.962117, detail below)
	#Events: 466869
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
