"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 18 127490 9 4 2 3
"3" 8 28 127482 18 3 2 5
"4" 12 35 127475 24 0 4 7
"5" 16 41 127469 25 4 5 7
"6" 20 49 127460 28 5 5 11
"7" 24 59 127448 33 7 6 13
"8" 28 80 127429 48 7 7 18
"9" 32 93 127415 54 7 11 21
"10" 36 119 127387 72 10 12 25
"11" 40 148 127361 89 16 14 29
"12" 44 178 127329 103 20 17 38
"13" 48 228 127274 129 28 20 51
"14" 52 303 127202 189 27 24 63
"15" 56 370 127126 226 37 32 75
"16" 60 498 126995 304 57 41 96
"17" 64 633 126861 400 62 53 118
"18" 68 819 126669 517 83 73 146
"19" 72 1064 126418 660 118 94 192
"20" 76 1378 126096 869 147 112 250
"21" 80 1771 125685 1106 178 143 344
"22" 84 2221 125225 1363 236 173 449
"23" 88 2810 124633 1721 283 236 570
"24" 92 3527 123908 2139 369 299 720
"25" 96 4421 122973 2654 474 370 923
"26" 100 5676 121684 3423 602 470 1181
"27" 104 7245 120060 4372 783 604 1486
"28" 108 9203 118064 5579 959 780 1885
"29" 112 11604 115621 6962 1256 982 2404
"30" 116 14657 112492 8834 1534 1254 3035
"31" 120 18455 108603 11050 2030 1570 3805
"32" 124 23140 103775 13783 2493 2035 4829
"33" 128 28539 98235 16735 3160 2575 6069
"34" 132 35416 91303 20427 4013 3248 7728
"35" 136 43395 83071 24544 5022 4083 9746
"36" 140 52315 74001 29010 5848 5157 12300
"37" 144 61828 64305 32966 7106 6410 15346
"38" 148 71857 54126 36502 8460 7943 18952
"39" 152 82119 43819 39249 9987 9762 23121
"40" 156 91980 33834 40637 11397 11846 28100
"41" 160 101298 24553 40757 12731 14187 33623
"42" 164 109196 16755 39133 13578 16757 39728
"43" 168 115310 10646 35528 14139 19470 46173
"44" 172 119923 6292 30643 14354 22233 52693
"45" 176 122881 3558 24893 13944 24949 59095
"46" 180 124677 1995 18993 13082 27463 65139
"47" 184 125727 1117 13761 11342 29880 70744
"48" 188 126374 659 9492 9501 31991 75390
"49" 192 126789 402 6294 7574 33673 79248
"50" 196 127019 275 3872 5864 34972 82311
"51" 200 127172 195 2373 4286 35970 84543
