# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 15800 0 0 0 0
 4.000000E+00 3 15800 3 0 0 0
 8.000000E+00 6 15800 5 1 0 0
 1.200000E+01 8 15799 7 0 1 0
 1.600000E+01 10 15796 6 3 1 0
 2.000000E+01 22 15787 14 6 1 1
 2.400000E+01 31 15776 23 4 1 3
 2.800000E+01 47 15766 36 5 1 5
 3.200000E+01 57 15752 43 4 1 9
 3.600000E+01 64 15737 39 11 2 12
 4.000000E+01 94 15710 57 16 4 17
 4.400000E+01 126 15680 78 16 8 24
 4.800000E+01 161 15633 102 17 12 30
 5.200000E+01 207 15596 131 20 14 42
 5.600000E+01 261 15526 165 26 19 51
 6.000000E+01 306 15452 180 36 27 63
 6.400000E+01 414 15349 256 47 32 79
 6.800000E+01 535 15250 334 62 41 98
 7.200000E+01 691 15098 435 75 60 121
 7.600000E+01 852 14947 551 73 75 153
 8.000000E+01 1119 14750 704 118 99 198
 8.400000E+01 1343 14452 830 139 123 251
 8.800000E+01 1728 14116 1061 187 154 326
 9.200000E+01 2138 13696 1313 220 197 408
 9.600000E+01 2747 13177 1693 265 260 529
 1.000000E+02 3525 12506 2179 354 317 675
 1.040000E+02 4385 11618 2664 482 386 853
 1.080000E+02 5499 10539 3375 552 481 1091
 1.120000E+02 6721 9442 4039 716 578 1388
 1.160000E+02 8312 8089 4858 987 742 1725
 1.200000E+02 10091 6706 5837 1103 949 2202
 1.240000E+02 12069 5240 6746 1358 1172 2793
 1.280000E+02 14263 3793 7600 1679 1439 3545
 1.320000E+02 16442 2561 8318 1941 1805 4378
 1.360000E+02 18746 1638 8948 2261 2210 5327
 1.400000E+02 20741 957 9055 2544 2697 6445
 1.440000E+02 22980 546 9161 2837 3189 7793
 1.480000E+02 24574 297 8645 3021 3752 9156
 1.520000E+02 26003 151 7885 3153 4353 10612
 1.560000E+02 26986 81 6739 3263 4968 12016
 1.600000E+02 27772 38 5624 3092 5593 13463
 1.640000E+02 28019 21 4303 2796 6140 14780
 1.680000E+02 28217 8 3018 2522 6696 15981
 1.720000E+02 28397 3 2148 2042 7135 17072
 1.760000E+02 28404 3 1375 1621 7515 17893
 1.800000E+02 28526 2 886 1284 7803 18553
 1.840000E+02 28497 1 507 915 7987 19088
 1.880000E+02 28515 0 313 647 8133 19422
 1.920000E+02 28549 0 183 453 8255 19658
 1.960000E+02 28549 0 107 289 8324 19829
 2.000000E+02 28546 0 51 177 8378 19940

#Simulation ended (eff.: 0.950679, detail below)
	#Events: 614400
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
