"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 15 12745 5 4 1 5
"3" 8 18 12742 8 1 1 8
"4" 12 20 12739 9 1 1 9
"5" 16 26 12734 13 1 2 10
"6" 20 26 12733 11 3 2 10
"7" 24 31 12729 12 5 2 12
"8" 28 36 12723 15 4 2 15
"9" 32 43 12717 19 3 2 19
"10" 36 48 12712 19 4 2 23
"11" 40 52 12705 19 3 2 28
"12" 44 60 12700 27 2 2 29
"13" 48 59 12698 22 5 2 30
"14" 52 64 12695 20 6 4 34
"15" 56 77 12683 24 9 5 39
"16" 60 82 12678 27 7 7 41
"17" 64 85 12674 23 10 8 44
"18" 68 91 12668 25 9 9 48
"19" 72 104 12655 32 12 11 49
"20" 76 116 12641 39 12 13 52
"21" 80 122 12635 34 12 17 59
"22" 84 130 12628 35 15 19 61
"23" 88 138 12621 34 15 20 69
"24" 92 160 12599 47 15 24 74
"25" 96 169 12591 43 17 26 83
"26" 100 175 12584 38 17 33 87
"27" 104 181 12578 35 19 35 92
"28" 108 197 12562 42 15 37 103
"29" 112 205 12554 39 15 40 111
"30" 116 220 12539 41 16 44 119
"31" 120 225 12533 36 15 47 127
"32" 124 230 12529 28 20 49 133
"33" 128 239 12519 27 19 52 141
"34" 132 253 12507 34 12 58 149
"35" 136 262 12498 32 13 62 155
"36" 140 271 12487 36 10 64 161
"37" 144 274 12485 33 8 64 169
"38" 148 280 12479 26 15 65 174
"39" 152 291 12469 27 12 68 184
"40" 156 299 12461 30 8 73 188
"41" 160 303 12456 26 11 75 191
"42" 164 310 12449 27 8 75 200
"43" 168 315 12445 26 9 76 204
"44" 172 320 12439 20 13 80 207
"45" 176 323 12436 19 10 83 211
"46" 180 329 12430 19 8 87 215
"47" 184 332 12427 17 8 89 218
"48" 188 337 12423 15 6 91 225
"49" 192 342 12417 16 7 92 227
"50" 196 345 12414 17 5 92 231
"51" 200 347 12412 16 3 93 235
