"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 22 127487 12 9 0 1
"3" 8 29 127480 19 6 0 4
"4" 12 37 127473 26 3 2 6
"5" 16 45 127464 27 7 3 8
"6" 20 59 127449 35 8 3 13
"7" 24 75 127432 46 8 4 17
"8" 28 94 127412 56 12 7 19
"9" 32 127 127382 79 13 11 24
"10" 36 161 127347 106 14 13 28
"11" 40 190 127310 122 17 13 38
"12" 44 246 127258 155 26 17 48
"13" 48 326 127177 199 40 26 61
"14" 52 423 127077 263 45 29 86
"15" 56 532 126965 325 54 42 111
"16" 60 658 126830 399 68 53 138
"17" 64 860 126624 526 92 67 175
"18" 68 1080 126406 656 114 85 225
"19" 72 1376 126110 838 143 123 272
"20" 76 1732 125724 1055 181 159 337
"21" 80 2225 125231 1370 234 203 418
"22" 84 2843 124592 1739 295 258 551
"23" 88 3625 123787 2215 392 324 694
"24" 92 4647 122729 2841 484 432 890
"25" 96 5927 121435 3642 630 532 1123
"26" 100 7485 119826 4587 782 684 1432
"27" 104 9471 117777 5765 1030 850 1826
"28" 108 12049 115166 7328 1273 1108 2340
"29" 112 15307 111831 9291 1614 1386 3016
"30" 116 19280 107770 11608 2066 1736 3870
"31" 120 23898 102986 14186 2611 2175 4926
"32" 124 29537 97229 17251 3250 2758 6278
"33" 128 36620 89996 21155 3994 3486 7985
"34" 132 44574 81915 25180 5010 4362 10022
"35" 136 53462 72837 29394 6021 5471 12576
"36" 140 63105 63043 33475 7236 6774 15620
"37" 144 73220 52754 36807 8800 8374 19239
"38" 148 83639 42187 39567 10322 10281 23469
"39" 152 93355 32527 40824 11555 12477 28499
"40" 156 102196 23615 40382 12873 14893 34048
"41" 160 109904 16054 38502 13714 17540 40148
"42" 164 115801 10194 34553 14314 20286 46648
"43" 168 120151 6115 29597 14268 23153 53133
"44" 172 122985 3458 23990 13649 25883 59463
"45" 176 124693 1960 18257 12397 28472 65567
"46" 180 125747 1158 13064 10883 30863 70937
"47" 184 126413 672 9015 9153 32812 75433
"48" 188 126782 414 5931 7239 34474 79138
"49" 192 127046 285 3766 5564 35674 82042
"50" 196 127185 214 2239 4052 36633 84261
"51" 200 127251 172 1338 2755 37311 85847
