"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 19 12741 9 6 3 1
"3" 8 23 12737 13 3 5 2
"4" 12 23 12735 10 5 5 3
"5" 16 29 12730 13 2 6 8
"6" 20 34 12726 18 2 6 8
"7" 24 38 12722 18 6 6 8
"8" 28 42 12718 18 4 9 11
"9" 32 43 12717 15 6 9 13
"10" 36 48 12711 14 4 11 19
"11" 40 53 12707 18 2 13 20
"12" 44 57 12703 18 5 14 20
"13" 48 64 12696 20 6 16 22
"14" 52 72 12688 24 4 18 26
"15" 56 75 12682 23 5 20 27
"16" 60 81 12679 23 6 23 29
"17" 64 86 12674 23 6 24 33
"18" 68 92 12666 18 13 24 37
"19" 72 100 12660 19 15 27 39
"20" 76 102 12654 18 10 29 45
"21" 80 112 12647 20 11 31 50
"22" 84 120 12639 22 11 34 53
"23" 88 125 12635 24 7 38 56
"24" 92 134 12622 23 14 39 58
"25" 96 144 12615 27 9 40 68
"26" 100 150 12610 24 11 41 74
"27" 104 159 12601 28 10 43 78
"28" 108 163 12595 28 7 45 83
"29" 112 170 12589 26 9 47 88
"30" 116 174 12586 21 9 49 95
"31" 120 181 12578 23 9 50 99
"32" 124 189 12571 24 10 52 103
"33" 128 197 12562 25 11 54 107
"34" 132 203 12556 25 11 55 112
"35" 136 206 12553 21 16 55 114
"36" 140 211 12547 20 12 58 121
"37" 144 214 12544 20 8 61 125
"38" 148 217 12542 13 12 61 131
"39" 152 223 12537 12 8 65 138
"40" 156 229 12531 14 6 68 141
"41" 160 230 12530 10 6 69 145
"42" 164 230 12529 9 6 69 146
"43" 168 234 12526 10 2 73 149
"44" 172 235 12525 10 3 73 149
"45" 176 238 12522 9 4 74 151
"46" 180 239 12521 9 3 74 153
"47" 184 240 12520 7 4 76 153
"48" 188 243 12517 6 6 76 155
"49" 192 249 12512 11 5 76 157
"50" 196 251 12509 11 3 77 160
"51" 200 252 12508 11 2 77 162
