# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 7000 0 0 0 0
 4.000000E+00 4 7000 3 1 0 0
 8.000000E+00 6 6999 5 0 1 0
 1.200000E+01 2 6999 1 0 1 0
 1.600000E+01 9 6999 7 1 1 0
 2.000000E+01 11 6999 9 1 1 0
 2.400000E+01 14 6997 9 3 1 1
 2.800000E+01 14 6991 8 4 1 1
 3.200000E+01 23 6987 15 4 1 3
 3.600000E+01 30 6981 18 3 1 8
 4.000000E+01 37 6971 22 6 1 8
 4.400000E+01 48 6967 31 6 2 9
 4.800000E+01 54 6963 34 3 4 13
 5.200000E+01 63 6953 35 7 4 17
 5.600000E+01 80 6937 47 9 5 19
 6.000000E+01 110 6915 76 8 6 20
 6.400000E+01 123 6901 86 5 7 25
 6.800000E+01 152 6886 106 7 8 31
 7.200000E+01 210 6859 149 12 12 37
 7.600000E+01 245 6821 168 15 15 47
 8.000000E+01 313 6750 207 25 22 59
 8.400000E+01 430 6682 305 25 23 77
 8.800000E+01 543 6595 386 39 31 87
 9.200000E+01 649 6516 463 45 39 102
 9.600000E+01 814 6387 566 65 49 134
 1.000000E+02 1052 6220 732 87 63 170
 1.040000E+02 1324 6009 904 123 83 214
 1.080000E+02 1689 5732 1158 152 104 275
 1.120000E+02 2113 5370 1454 184 134 341
 1.160000E+02 2603 4976 1785 232 167 419
 1.200000E+02 3259 4561 2244 264 213 538
 1.240000E+02 3999 4008 2682 365 280 672
 1.280000E+02 4927 3403 3261 482 350 834
 1.320000E+02 5810 2672 3773 529 449 1059
 1.360000E+02 6901 2027 4380 629 565 1327
 1.400000E+02 8087 1417 5023 735 688 1641
 1.440000E+02 9266 914 5469 913 865 2019
 1.480000E+02 10444 557 5886 1042 1063 2453
 1.520000E+02 11445 308 6079 1148 1272 2946
 1.560000E+02 12453 164 6110 1299 1510 3534
 1.600000E+02 13027 87 5767 1384 1762 4114
 1.640000E+02 13429 42 5129 1519 2025 4756
 1.680000E+02 13730 22 4431 1557 2313 5429
 1.720000E+02 13650 11 3572 1434 2610 6034
 1.760000E+02 13538 9 2718 1267 2884 6669
 1.800000E+02 13522 5 2044 1149 3122 7207
 1.840000E+02 13427 4 1398 1033 3325 7671
 1.880000E+02 13271 3 881 812 3501 8077
 1.920000E+02 13198 3 583 573 3646 8396
 1.960000E+02 13178 2 365 457 3720 8636
 2.000000E+02 13095 1 208 300 3789 8798

#Simulation ended (eff.: 0.961656, detail below)
	#Events: 466005
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
