"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 18 12742 8 7 1 2
"3" 8 27 12731 18 5 1 3
"4" 12 31 12727 19 6 2 4
"5" 16 40 12719 24 9 2 5
"6" 20 53 12706 30 10 4 9
"7" 24 64 12694 35 7 7 15
"8" 28 75 12685 43 6 7 19
"9" 32 87 12673 45 10 10 22
"10" 36 97 12663 47 10 12 28
"11" 40 112 12648 52 13 12 35
"12" 44 124 12635 51 13 19 41
"13" 48 134 12624 45 17 19 53
"14" 52 147 12613 49 16 22 60
"15" 56 154 12602 46 17 25 66
"16" 60 168 12589 48 19 26 75
"17" 64 184 12572 51 25 29 79
"18" 68 204 12552 61 20 32 91
"19" 72 216 12541 61 18 36 101
"20" 76 238 12522 63 29 41 105
"21" 80 251 12507 67 16 45 123
"22" 84 269 12487 70 18 48 133
"23" 88 292 12468 65 30 55 142
"24" 92 310 12447 70 22 59 159
"25" 96 333 12426 75 27 62 169
"26" 100 353 12403 81 22 67 183
"27" 104 363 12395 68 27 75 193
"28" 108 379 12377 68 22 81 208
"29" 112 402 12357 67 30 84 221
"30" 116 416 12342 65 28 88 235
"31" 120 440 12318 73 30 90 247
"32" 124 455 12302 69 35 95 256
"33" 128 476 12279 76 25 102 273
"34" 132 492 12267 74 26 109 283
"35" 136 505 12252 65 31 113 296
"36" 140 524 12235 59 32 120 313
"37" 144 532 12222 52 28 128 324
"38" 148 556 12200 56 23 134 343
"39" 152 565 12192 52 22 138 353
"40" 156 585 12174 59 22 139 365
"41" 160 593 12165 46 27 143 377
"42" 164 610 12149 53 27 148 382
"43" 168 624 12136 56 25 152 391
"44" 172 637 12122 51 25 157 404
"45" 176 647 12111 45 21 160 421
"46" 180 654 12104 37 23 162 432
"47" 184 663 12096 35 12 169 447
"48" 188 671 12088 37 10 171 453
"49" 192 673 12084 31 8 176 458
"50" 196 680 12080 27 9 177 467
"51" 200 687 12072 25 13 179 470
