"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 15 12745 5 7 0 3
"3" 8 18 12741 8 4 1 5
"4" 12 26 12734 15 5 1 5
"5" 16 32 12728 20 3 1 8
"6" 20 34 12726 18 3 2 11
"7" 24 37 12722 19 4 2 12
"8" 28 42 12716 19 6 3 14
"9" 32 46 12713 19 7 3 17
"10" 36 53 12707 19 6 6 22
"11" 40 57 12702 19 9 6 23
"12" 44 66 12694 24 6 8 28
"13" 48 70 12688 24 3 9 34
"14" 52 80 12680 26 11 9 34
"15" 56 91 12667 33 13 9 36
"16" 60 102 12657 41 8 10 43
"17" 64 115 12644 47 13 11 44
"18" 68 121 12638 49 7 15 50
"19" 72 130 12627 47 12 17 54
"20" 76 148 12610 52 16 19 61
"21" 80 159 12596 45 23 23 68
"22" 84 175 12584 52 16 28 79
"23" 88 189 12571 56 12 28 93
"24" 92 199 12559 52 20 28 99
"25" 96 216 12540 55 20 35 106
"26" 100 228 12528 57 16 40 115
"27" 104 247 12511 59 26 43 119
"28" 108 257 12499 52 33 46 126
"29" 112 273 12487 49 29 51 144
"30" 116 294 12463 56 25 57 156
"31" 120 314 12445 69 21 61 163
"32" 124 333 12426 68 22 69 174
"33" 128 351 12409 63 25 74 189
"34" 132 358 12400 50 29 79 200
"35" 136 369 12388 53 23 83 210
"36" 140 386 12371 56 25 87 218
"37" 144 404 12355 66 22 93 223
"38" 148 419 12338 59 24 99 237
"39" 152 434 12325 56 22 108 248
"40" 156 449 12310 58 19 112 260
"41" 160 464 12293 59 22 115 268
"42" 164 482 12276 60 25 121 276
"43" 168 491 12268 54 26 126 285
"44" 172 509 12249 55 23 128 303
"45" 176 518 12240 49 20 133 316
"46" 180 531 12228 48 22 139 322
"47" 184 543 12217 42 26 142 333
"48" 188 548 12210 35 22 146 345
"49" 192 560 12200 36 22 150 352
"50" 196 566 12192 34 18 154 360
"51" 200 575 12185 32 17 159 367
