"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 24 127485 14 6 1 3
"3" 8 35 127475 25 4 1 5
"4" 12 46 127463 32 5 2 7
"5" 16 60 127448 42 4 5 9
"6" 20 71 127438 46 7 7 11
"7" 24 92 127418 54 12 12 14
"8" 28 120 127387 73 14 14 19
"9" 32 147 127359 88 18 16 25
"10" 36 190 127317 116 15 21 38
"11" 40 243 127260 146 29 24 44
"12" 44 296 127202 173 35 29 59
"13" 48 396 127107 240 44 34 78
"14" 52 515 126988 314 50 44 107
"15" 56 605 126874 368 51 48 138
"16" 60 774 126713 477 75 56 166
"17" 64 974 126517 585 104 77 208
"18" 68 1275 126200 758 149 104 264
"19" 72 1630 125849 1003 149 139 339
"20" 76 2050 125406 1236 212 167 435
"21" 80 2631 124836 1612 267 206 546
"22" 84 3276 124144 1970 346 266 694
"23" 88 4149 123245 2496 427 346 880
"24" 92 5273 122097 3201 526 441 1105
"25" 96 6650 120679 4012 706 556 1376
"26" 100 8441 118861 5067 921 711 1742
"27" 104 10771 116485 6489 1155 898 2229
"28" 108 13643 113478 8245 1430 1134 2834
"29" 112 17205 109878 10361 1811 1438 3595
"30" 116 21566 105390 12936 2285 1854 4491
"31" 120 26790 100039 15881 2913 2374 5622
"32" 124 33168 93530 19329 3663 3036 7140
"33" 128 40545 86024 23187 4536 3777 9045
"34" 132 48981 77367 27322 5592 4739 11328
"35" 136 58434 67788 31472 6908 5906 14148
"36" 140 68252 57772 35243 7998 7406 17605
"37" 144 78280 47665 38023 9355 9210 21692
"38" 148 88289 37564 39942 10821 11205 26321
"39" 152 97798 28060 40470 12190 13441 31697
"40" 156 106036 19846 39437 13117 15959 37523
"41" 160 112880 13032 36690 13787 18685 43718
"42" 164 117993 8152 32351 14057 21344 50241
"43" 168 121578 4838 26884 13961 24111 56622
"44" 172 123934 2684 21129 13296 26647 62862
"45" 176 125221 1564 15683 11900 29093 68545
"46" 180 126081 902 11055 10197 31294 73535
"47" 184 126638 539 7568 8200 33055 77815
"48" 188 126890 361 4835 6400 34486 81169
"49" 192 127071 253 3032 4680 35573 83786
"50" 196 127200 194 1850 3397 36360 85593
"51" 200 127267 162 1124 2319 36912 86912
