"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 31 127476 21 6 1 3
"3" 8 43 127467 32 4 4 3
"4" 12 48 127460 35 6 4 3
"5" 16 67 127442 49 8 5 5
"6" 20 94 127415 64 10 7 13
"7" 24 122 127384 84 13 9 16
"8" 28 161 127346 111 19 13 18
"9" 32 214 127291 134 30 20 30
"10" 36 295 127206 198 29 25 43
"11" 40 363 127137 232 39 35 57
"12" 44 467 127028 291 51 43 82
"13" 48 590 126896 374 57 51 108
"14" 52 775 126715 476 91 63 145
"15" 56 1010 126483 632 99 84 195
"16" 60 1310 126170 804 147 113 246
"17" 64 1686 125779 1033 165 145 343
"18" 68 2152 125299 1338 226 178 410
"19" 72 2699 124736 1679 275 218 527
"20" 76 3429 123996 2111 372 278 668
"21" 80 4433 122976 2717 480 376 860
"22" 84 5680 121691 3445 659 494 1082
"23" 88 7289 120044 4478 758 655 1398
"24" 92 9247 118031 5673 978 823 1773
"25" 96 11794 115435 7179 1281 1015 2319
"26" 100 14856 112263 8985 1587 1297 2987
"27" 104 18726 108321 11277 2009 1664 3776
"28" 108 23244 103654 13821 2501 2134 4788
"29" 112 28952 97916 17006 3132 2702 6112
"30" 116 35386 91272 20363 3920 3370 7733
"31" 120 43173 83274 24217 4945 4218 9793
"32" 124 52025 74242 28583 5899 5271 12272
"33" 128 61454 64692 32612 7075 6512 15255
"34" 132 71284 54698 36008 8458 8014 18804
"35" 136 81539 44375 38843 9869 9812 23015
"36" 140 91530 34312 40502 11217 11884 27927
"37" 144 100547 25322 40485 12393 14192 33477
"38" 148 108180 17692 38388 13543 16784 39465
"39" 152 114616 11406 35120 14259 19446 45791
"40" 156 119333 6915 30604 14239 22242 52248
"41" 160 122421 3971 24994 13683 25042 58702
"42" 164 124387 2248 19468 12528 27681 64710
"43" 168 125594 1275 14314 11168 30023 70089
"44" 172 126266 767 10025 9336 32096 74809
"45" 176 126714 471 6629 7623 33758 78704
"46" 180 126973 303 4230 5905 35099 81739
"47" 184 127124 237 2587 4417 36094 84026
"48" 188 127230 179 1576 3124 36806 85724
"49" 192 127276 152 908 2144 37269 86955
"50" 196 127334 131 541 1393 37617 87783
"51" 200 127349 124 317 886 37839 88307
