"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 28 127484 18 3 4 3
"3" 32 30 127480 20 1 4 5
"4" 48 28 127479 17 2 4 5
"5" 64 48 127461 29 6 4 9
"6" 80 61 127447 37 8 5 11
"7" 96 79 127430 52 4 9 14
"8" 112 91 127417 56 9 9 17
"9" 128 111 127398 64 13 11 23
"10" 144 148 127356 89 16 14 29
"11" 160 192 127316 122 15 15 40
"12" 176 243 127263 155 23 17 48
"13" 192 299 127202 190 23 24 62
"14" 208 365 127136 227 32 28 78
"15" 224 451 127041 275 48 31 97
"16" 240 607 126885 375 76 38 118
"17" 256 813 126678 507 95 55 156
"18" 272 1093 126393 717 100 76 200
"19" 288 1390 126083 890 144 103 253
"20" 304 1736 125713 1097 176 138 325
"21" 320 2217 125244 1371 247 180 419
"22" 336 2827 124595 1718 314 239 556
"23" 352 3694 123727 2252 416 304 722
"24" 368 4695 122674 2872 518 382 923
"25" 384 6020 121337 3710 620 499 1191
"26" 400 7591 119742 4678 769 660 1484
"27" 416 9504 117767 5791 995 849 1869
"28" 432 11905 115285 7151 1248 1082 2424
"29" 448 15060 112056 8936 1674 1362 3088
"30" 464 19031 107986 11321 2030 1753 3927
"31" 480 23716 103250 13953 2587 2220 4956
"32" 496 29253 97528 17029 3158 2812 6254
"33" 512 35952 90699 20572 4011 3464 7905
"34" 528 43660 82801 24483 4877 4323 9977
"35" 544 52577 73721 28736 6004 5391 12446
"36" 560 62204 63953 32813 7212 6745 15434
"37" 576 72349 53614 36450 8620 8281 18998
"38" 592 82546 43309 39211 9963 10063 23309
"39" 608 92327 33474 40612 11333 12261 28121
"40" 624 101407 24470 40532 12637 14621 33617
"41" 640 109150 16773 38594 13654 17188 39714
"42" 656 115420 10610 35147 14288 19928 46057
"43" 672 119839 6363 30373 14160 22773 52533
"44" 688 122784 3698 24569 13742 25557 58916
"45" 704 124599 2089 18916 12648 28129 64906
"46" 720 125641 1191 13678 11059 30519 70385
"47" 736 126377 673 9573 9468 32401 74935
"48" 752 126778 420 6262 7654 34027 78835
"49" 768 127028 281 3974 5885 35362 81807
"50" 784 127187 201 2466 4235 36366 84120
"51" 800 127276 151 1462 3058 37086 85670
