# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 4700 0 0 0 0
 4.000000E+00 3 4700 3 0 0 0
 8.000000E+00 0 4700 0 0 0 0
 1.200000E+01 3 4700 3 0 0 0
 1.600000E+01 2 4700 2 0 0 0
 2.000000E+01 11 4699 10 1 0 0
 2.400000E+01 2 4699 0 1 0 1
 2.800000E+01 6 4697 5 0 0 1
 3.200000E+01 14 4696 11 1 1 1
 3.600000E+01 18 4694 13 2 1 2
 4.000000E+01 15 4688 10 2 1 2
 4.400000E+01 20 4684 15 0 2 3
 4.800000E+01 25 4684 17 3 2 3
 5.200000E+01 36 4677 24 6 2 4
 5.600000E+01 45 4662 31 6 2 6
 6.000000E+01 51 4650 29 10 4 8
 6.400000E+01 86 4634 59 8 8 11
 6.800000E+01 106 4608 71 8 9 18
 7.200000E+01 113 4596 76 5 10 22
 7.600000E+01 166 4567 112 12 13 29
 8.000000E+01 216 4538 148 16 15 37
 8.400000E+01 300 4495 214 24 21 41
 8.800000E+01 340 4437 234 31 25 50
 9.200000E+01 444 4346 296 46 30 72
 9.600000E+01 563 4232 379 50 41 93
 1.000000E+02 716 4102 478 63 55 120
 1.040000E+02 915 3957 633 68 66 148
 1.080000E+02 1161 3792 806 103 78 174
 1.120000E+02 1434 3575 994 113 99 228
 1.160000E+02 1780 3311 1195 172 130 283
 1.200000E+02 2169 2999 1450 186 170 363
 1.240000E+02 2644 2676 1746 241 208 449
 1.280000E+02 3205 2278 2082 298 263 562
 1.320000E+02 3900 1861 2511 350 324 715
 1.360000E+02 4680 1393 2910 463 415 892
 1.400000E+02 5466 975 3255 567 511 1133
 1.440000E+02 6245 633 3582 635 636 1392
 1.480000E+02 6934 376 3796 706 763 1669
 1.520000E+02 7616 224 3909 759 917 2031
 1.560000E+02 8116 129 3761 886 1081 2388
 1.600000E+02 8562 77 3495 991 1261 2815
 1.640000E+02 8788 39 3088 1021 1452 3227
 1.680000E+02 8853 12 2549 973 1622 3709
 1.720000E+02 8797 6 1932 906 1808 4151
 1.760000E+02 8781 3 1470 829 1954 4528
 1.800000E+02 8669 1 979 707 2097 4886
 1.840000E+02 8647 1 660 592 2231 5164
 1.880000E+02 8592 1 441 443 2316 5392
 1.920000E+02 8598 1 296 358 2385 5559
 1.960000E+02 8553 1 164 272 2434 5683
 2.000000E+02 8565 1 110 196 2469 5790

#Simulation ended (eff.: 0.955374, detail below)
	#Events: 259168
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
