"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 25 127485 15 3 3 4
"3" 8 36 127474 24 3 3 6
"4" 12 38 127468 25 2 4 7
"5" 16 50 127459 31 5 5 9
"6" 20 65 127445 39 8 7 11
"7" 24 80 127429 49 11 8 12
"8" 28 99 127407 58 9 12 20
"9" 32 138 127370 88 12 15 23
"10" 36 170 127338 101 20 19 30
"11" 40 210 127292 130 22 21 37
"12" 44 255 127250 148 28 29 50
"13" 48 326 127175 193 35 33 65
"14" 52 398 127095 229 45 46 78
"15" 56 516 126979 305 48 55 108
"16" 60 667 126824 397 70 65 135
"17" 64 839 126644 492 96 82 169
"18" 68 1078 126395 651 107 102 218
"19" 72 1366 126116 827 137 123 279
"20" 76 1705 125758 1040 166 151 348
"21" 80 2161 125284 1310 231 191 429
"22" 84 2811 124644 1744 298 232 537
"23" 88 3519 123906 2148 393 302 676
"24" 92 4530 122862 2773 497 390 870
"25" 96 5867 121514 3654 616 502 1095
"26" 100 7371 119934 4528 778 638 1427
"27" 104 9413 117869 5765 1016 812 1820
"28" 108 11939 115253 7251 1303 1051 2334
"29" 112 15184 111964 9240 1603 1323 3018
"30" 116 18993 108035 11437 2071 1688 3797
"31" 120 23606 103295 13975 2605 2171 4855
"32" 124 29406 97389 17190 3289 2745 6182
"33" 128 36232 90397 20886 4000 3490 7856
"34" 132 44206 82224 25027 4912 4346 9921
"35" 136 53228 73026 29334 6000 5460 12434
"36" 140 62870 63157 33314 7287 6794 15475
"37" 144 73251 52762 37039 8594 8404 19214
"38" 148 83404 42431 39501 10143 10279 23481
"39" 152 93296 32542 40922 11356 12430 28588
"40" 156 102264 23526 40607 12783 14822 34052
"41" 160 109735 16125 38305 13894 17472 40064
"42" 164 115859 10135 34852 14252 20212 46543
"43" 168 120033 6149 29803 14045 23053 53132
"44" 172 122789 3581 24005 13585 25866 59333
"45" 176 124666 2051 18227 12580 28468 65391
"46" 180 125636 1222 13096 10902 30833 70805
"47" 184 126332 734 9003 9164 32780 75385
"48" 188 126728 456 5997 7162 34410 79159
"49" 192 126998 312 3810 5492 35690 82006
"50" 196 127145 226 2374 4088 36582 84101
"51" 200 127223 193 1421 2903 37242 85657
