"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 15 12745 5 5 4 1
"3" 8 20 12739 10 5 4 1
"4" 12 23 12736 13 2 5 3
"5" 16 29 12731 16 2 6 5
"6" 20 31 12729 15 3 6 7
"7" 24 36 12724 15 5 7 9
"8" 28 40 12719 18 3 7 12
"9" 32 48 12710 20 5 10 13
"10" 36 59 12700 25 10 11 13
"11" 40 64 12695 28 4 12 20
"12" 44 77 12681 34 8 12 23
"13" 48 93 12667 41 12 14 26
"14" 52 103 12653 38 21 14 30
"15" 56 121 12638 48 16 21 36
"16" 60 134 12625 54 12 23 45
"17" 64 143 12614 52 15 23 53
"18" 68 162 12596 51 20 25 66
"19" 72 180 12578 55 25 28 72
"20" 76 201 12556 65 21 31 84
"21" 80 219 12537 67 22 33 97
"22" 84 238 12519 67 25 36 110
"23" 88 256 12502 66 28 41 121
"24" 92 279 12476 75 24 47 133
"25" 96 307 12450 83 26 54 144
"26" 100 327 12429 86 28 58 155
"27" 104 349 12408 82 37 62 168
"28" 108 373 12384 81 43 66 183
"29" 112 404 12352 92 37 73 202
"30" 116 438 12320 110 34 79 215
"31" 120 461 12293 101 38 94 228
"32" 124 506 12250 122 41 99 244
"33" 128 520 12234 105 45 108 262
"34" 132 545 12211 94 48 121 282
"35" 136 568 12186 94 43 135 296
"36" 140 597 12162 94 35 141 327
"37" 144 612 12146 85 34 147 346
"38" 148 641 12115 83 40 154 364
"39" 152 674 12083 96 37 161 380
"40" 156 693 12064 95 40 167 391
"41" 160 712 12046 88 40 173 411
"42" 164 730 12028 80 40 183 427
"43" 168 746 12009 73 35 192 446
"44" 172 768 11991 76 32 201 459
"45" 176 774 11982 66 25 209 474
"46" 180 797 11959 65 26 214 492
"47" 184 815 11941 64 28 221 502
"48" 188 824 11932 59 26 231 508
"49" 192 834 11922 55 26 237 516
"50" 196 845 11913 45 27 243 530
"51" 200 854 11905 37 23 249 545
