"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 29 127480 19 3 1 6
"3" 8 36 127472 26 2 1 7
"4" 12 42 127467 29 3 2 8
"5" 16 50 127456 30 8 2 10
"6" 20 69 127439 38 10 5 16
"7" 24 99 127408 64 10 7 18
"8" 28 126 127380 81 11 7 27
"9" 32 171 127337 114 16 10 31
"10" 36 209 127290 137 20 12 40
"11" 40 261 127242 166 25 17 53
"12" 44 339 127166 213 39 22 65
"13" 48 462 127034 290 54 31 87
"14" 52 593 126893 370 61 41 121
"15" 56 725 126769 436 74 59 156
"16" 60 890 126598 546 72 77 195
"17" 64 1108 126376 659 111 99 239
"18" 68 1409 126067 850 151 129 279
"19" 72 1794 125667 1049 206 174 365
"20" 76 2289 125154 1353 253 220 463
"21" 80 2955 124487 1786 309 270 590
"22" 84 3828 123592 2350 390 341 747
"23" 88 4877 122521 3027 481 433 936
"24" 92 6145 121209 3785 615 542 1203
"25" 96 7733 119570 4713 814 670 1536
"26" 100 9730 117523 5890 1021 847 1972
"27" 104 12330 114847 7420 1313 1095 2502
"28" 108 15666 111451 9377 1697 1398 3194
"29" 112 19646 107388 11773 2044 1744 4085
"30" 116 24431 102472 14410 2640 2205 5176
"31" 120 30305 96451 17692 3271 2791 6551
"32" 124 37124 89494 21296 4069 3507 8252
"33" 128 45160 81347 25386 5057 4354 10363
"34" 132 54179 72133 29612 6165 5489 12913
"35" 136 64281 61867 33941 7455 6791 16094
"36" 140 74293 51678 37184 8901 8420 19788
"37" 144 84337 41553 39558 10266 10315 24198
"38" 148 94182 31688 40808 11707 12477 29190
"39" 152 102952 22928 40351 12703 14916 34982
"40" 156 110387 15527 38141 13790 17509 40947
"41" 160 116180 9895 34361 14213 20325 47281
"42" 164 120355 5934 29227 14180 23138 53810
"43" 168 123187 3358 23553 13549 25879 60206
"44" 172 124808 1896 17874 12372 28356 66206
"45" 176 125885 1090 12922 10772 30599 71592
"46" 180 126383 668 8814 8926 32546 76097
"47" 184 126807 426 5753 7139 34119 79796
"48" 188 127004 287 3590 5373 35357 82684
"49" 192 127180 198 2241 3832 36310 84797
"50" 196 127263 161 1337 2717 36928 86281
"51" 200 127314 140 819 1828 37376 87291
