"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 18 12742 8 6 0 4
"3" 8 24 12735 14 2 2 6
"4" 12 27 12733 17 1 2 7
"5" 16 28 12731 15 3 3 7
"6" 20 32 12728 16 3 5 8
"7" 24 40 12719 17 6 5 12
"8" 28 49 12710 26 3 6 14
"9" 32 59 12701 35 4 6 14
"10" 36 68 12692 40 5 7 16
"11" 40 74 12685 35 10 9 20
"12" 44 86 12671 38 8 14 26
"13" 48 96 12662 40 9 16 31
"14" 52 112 12648 46 9 21 36
"15" 56 117 12640 37 16 21 43
"16" 60 130 12628 44 13 27 46
"17" 64 139 12619 44 15 30 50
"18" 68 152 12604 45 18 31 58
"19" 72 166 12592 51 17 32 66
"20" 76 180 12576 56 17 33 74
"21" 80 197 12560 57 17 36 87
"22" 84 212 12548 54 20 42 96
"23" 88 227 12531 59 18 43 107
"24" 92 242 12515 58 20 48 116
"25" 96 262 12495 64 20 55 123
"26" 100 273 12484 58 22 59 134
"27" 104 282 12473 49 23 63 147
"28" 108 302 12458 50 27 69 156
"29" 112 313 12444 51 21 71 170
"30" 116 325 12432 48 21 76 180
"31" 120 337 12422 50 16 79 192
"32" 124 346 12414 48 16 80 202
"33" 128 355 12402 42 23 80 210
"34" 132 369 12386 48 16 83 222
"35" 136 382 12375 50 17 86 229
"36" 140 395 12364 51 15 91 238
"37" 144 398 12358 41 18 94 245
"38" 148 417 12342 45 22 96 254
"39" 152 432 12328 46 26 99 261
"40" 156 442 12314 43 24 105 270
"41" 160 458 12301 47 21 113 277
"42" 164 466 12293 44 18 120 284
"43" 168 471 12287 35 16 123 297
"44" 172 479 12280 29 20 124 306
"45" 176 486 12272 26 21 127 312
"46" 180 491 12267 21 17 130 323
"47" 184 499 12259 23 9 132 335
"48" 188 504 12255 21 13 134 336
"49" 192 509 12250 21 11 139 338
"50" 196 515 12244 20 11 143 341
"51" 200 518 12239 19 10 147 342
