# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 7000 0 0 0 0
 4.000000E+00 3 7000 3 0 0 0
 8.000000E+00 6 7000 6 0 0 0
 1.200000E+01 3 7000 3 0 0 0
 1.600000E+01 1 7000 1 0 0 0
 2.000000E+01 8 7000 8 0 0 0
 2.400000E+01 10 6998 8 2 0 0
 2.800000E+01 11 6996 8 1 1 1
 3.200000E+01 8 6995 6 0 1 1
 3.600000E+01 17 6993 14 1 1 1
 4.000000E+01 17 6985 11 3 1 2
 4.400000E+01 31 6979 24 3 1 3
 4.800000E+01 36 6972 27 2 4 3
 5.200000E+01 57 6966 47 3 4 3
 5.600000E+01 66 6962 50 6 5 5
 6.000000E+01 65 6955 44 8 7 6
 6.400000E+01 78 6944 54 6 8 10
 6.800000E+01 121 6927 93 5 8 15
 7.200000E+01 153 6908 112 12 10 19
 7.600000E+01 183 6885 129 18 13 23
 8.000000E+01 241 6832 173 20 16 32
 8.400000E+01 311 6774 219 21 25 46
 8.800000E+01 392 6691 267 37 36 52
 9.200000E+01 497 6614 344 42 39 72
 9.600000E+01 644 6496 456 50 46 92
 1.000000E+02 844 6392 610 72 51 111
 1.040000E+02 1030 6242 741 71 72 146
 1.080000E+02 1316 6043 936 104 88 188
 1.120000E+02 1605 5776 1133 127 102 243
 1.160000E+02 2080 5486 1493 162 121 304
 1.200000E+02 2531 5117 1802 203 147 379
 1.240000E+02 3157 4662 2209 281 187 480
 1.280000E+02 3878 4129 2663 340 251 624
 1.320000E+02 4824 3567 3316 387 331 790
 1.360000E+02 5774 2997 3881 470 420 1003
 1.400000E+02 6859 2348 4450 614 533 1262
 1.440000E+02 8104 1682 5056 796 686 1566
 1.480000E+02 9286 1107 5610 855 853 1968
 1.520000E+02 10575 689 6005 1099 1033 2438
 1.560000E+02 11517 397 6151 1177 1259 2930
 1.600000E+02 12404 226 6011 1384 1494 3515
 1.640000E+02 13100 120 5699 1459 1768 4174
 1.680000E+02 13598 61 5199 1494 2070 4835
 1.720000E+02 13660 34 4313 1488 2347 5512
 1.760000E+02 13639 17 3475 1386 2608 6170
 1.800000E+02 13568 8 2663 1228 2876 6801
 1.840000E+02 13442 3 1904 1111 3097 7330
 1.880000E+02 13368 3 1333 947 3285 7803
 1.920000E+02 13268 3 887 754 3424 8203
 1.960000E+02 13171 1 570 575 3545 8481
 2.000000E+02 13089 1 329 401 3642 8717

#Simulation ended (eff.: 0.962228, detail below)
	#Events: 464205
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
