# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 4700 0 0 0 0
 2.000000E+00 0 4700 0 0 0 0
 4.000000E+00 1 4700 1 0 0 0
 6.000000E+00 3 4700 3 0 0 0
 8.000000E+00 2 4700 2 0 0 0
 1.000000E+01 2 4700 1 1 0 0
 1.200000E+01 1 4699 1 0 0 0
 1.400000E+01 1 4699 1 0 0 0
 1.600000E+01 2 4699 1 1 0 0
 1.800000E+01 3 4698 2 1 0 0
 2.000000E+01 1 4698 1 0 0 0
 2.200000E+01 1 4698 0 0 0 1
 2.400000E+01 1 4697 0 0 0 1
 2.600000E+01 1 4697 0 0 1 1
 2.800000E+01 6 4697 4 1 1 1
 3.000000E+01 1 4697 0 0 1 1
 3.200000E+01 2 4697 1 0 1 1
 3.400000E+01 4 4697 3 0 1 1
 3.600000E+01 4 4697 2 1 1 1
 3.800000E+01 8 4695 3 3 2 1
 4.000000E+01 10 4694 5 2 3 1
 4.200000E+01 9 4692 4 2 3 1
 4.400000E+01 8 4692 4 1 3 1
 4.600000E+01 12 4690 6 2 4 1
 4.800000E+01 9 4689 3 1 4 2
 5.000000E+01 10 4687 4 1 5 2
 5.200000E+01 10 4685 3 1 5 3
 5.400000E+01 12 4684 4 2 5 3
 5.600000E+01 12 4683 4 2 5 3
 5.800000E+01 11 4683 3 2 6 3
 6.000000E+01 15 4683 6 2 7 3
 6.200000E+01 16 4682 5 3 8 3
 6.400000E+01 16 4677 5 1 8 5
 6.600000E+01 22 4676 10 1 9 6
 6.800000E+01 18 4675 6 0 11 7
 7.000000E+01 26 4675 12 2 12 7
 7.200000E+01 25 4672 11 1 12 8
 7.400000E+01 20 4671 7 0 12 8
 7.600000E+01 20 4671 7 0 12 8
 7.800000E+01 24 4671 11 0 12 8
 8.000000E+01 24 4671 10 1 13 8
 8.200000E+01 29 4671 14 2 13 8
 8.400000E+01 27 4671 11 3 13 8
 8.600000E+01 27 4671 10 2 15 8
 8.800000E+01 32 4671 15 2 15 8
 9.000000E+01 33 4671 17 1 15 8
 9.200000E+01 34 4671 17 1 15 9
 9.400000E+01 31 4671 13 1 16 10
 9.600000E+01 33 4671 16 0 16 10
 9.800000E+01 30 4671 12 0 16 11
 1.000000E+02 36 4669 17 1 17 11
 1.020000E+02 49 4669 28 3 17 11
 1.040000E+02 41 4664 19 4 18 11
 1.060000E+02 48 4663 25 2 21 12
 1.080000E+02 47 4661 21 4 22 12
 1.100000E+02 53 4659 28 3 22 12
 1.120000E+02 62 4656 32 8 22 12
 1.140000E+02 54 4650 27 4 22 13
 1.160000E+02 57 4649 29 4 23 14
 1.180000E+02 72 4644 40 7 24 14
 1.200000E+02 76 4641 41 10 24 14
 1.220000E+02 88 4639 49 9 27 17
 1.240000E+02 78 4632 35 9 31 20
 1.260000E+02 105 4622 55 14 32 22
 1.280000E+02 94 4618 46 10 35 23
 1.300000E+02 97 4610 48 6 38 28
 1.320000E+02 117 4605 65 7 40 29
 1.340000E+02 133 4603 71 13 44 32
 1.360000E+02 146 4593 81 15 45 32
 1.380000E+02 178 4582 109 16 49 34
 1.400000E+02 154 4577 80 17 51 36
 1.420000E+02 165 4568 91 12 56 39
 1.440000E+02 164 4557 86 10 63 43
 1.460000E+02 169 4552 83 13 67 46
 1.480000E+02 176 4545 82 17 74 46
 1.500000E+02 216 4534 114 20 75 51
 1.520000E+02 216 4520 104 26 83 53
 1.540000E+02 239 4504 120 26 86 58
 1.560000E+02 263 4484 131 29 94 64
 1.580000E+02 264 4464 128 27 98 68
 1.600000E+02 301 4446 152 37 104 70
 1.620000E+02 321 4425 164 30 115 80
 1.640000E+02 316 4404 150 32 121 85
 1.660000E+02 361 4386 187 33 130 88
 1.680000E+02 363 4361 178 34 140 96
 1.700000E+02 395 4340 202 28 148 106
 1.720000E+02 409 4322 203 32 157 114
 1.740000E+02 456 4299 238 32 167 123
 1.760000E+02 499 4271 254 44 182 133
 1.780000E+02 497 4242 242 39 196 145
 1.800000E+02 525 4215 263 36 209 152
 1.820000E+02 552 4184 265 47 219 163
 1.840000E+02 618 4156 315 42 233 181
 1.860000E+02 625 4121 299 55 250 188
 1.880000E+02 700 4096 346 64 267 203
 1.900000E+02 730 4051 353 69 280 214
 1.920000E+02 765 4017 362 75 298 228
 1.940000E+02 790 3980 361 75 324 248
 1.960000E+02 807 3950 370 57 344 270
 1.980000E+02 887 3917 409 75 368 286
 2.000000E+02 939 3874 425 90 390 298

#Simulation ended (eff.: 0.918255, detail below)
	#Events: 19804
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
