# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 10 100000 0 10 0 0
 2.000000E+00 12 99997 2 7 2 3
 4.000000E+00 14 99994 4 7 2 3
 6.000000E+00 19 99988 9 5 4 4
 8.000000E+00 17 99985 5 4 5 6
 1.000000E+01 17 99984 7 2 7 6
 1.200000E+01 16 99984 5 2 7 7
 1.400000E+01 22 99981 10 2 8 8
 1.600000E+01 19 99981 7 2 9 8
 1.800000E+01 21 99980 8 3 9 8
 2.000000E+01 24 99979 11 1 11 10
 2.200000E+01 28 99979 15 1 12 10
 2.400000E+01 29 99976 13 4 12 10
 2.600000E+01 30 99973 12 4 12 12
 2.800000E+01 28 99971 9 5 14 12
 3.000000E+01 32 99970 9 7 14 14
 3.200000E+01 42 99965 17 7 17 16
 3.400000E+01 42 99958 14 9 18 16
 3.600000E+01 45 99954 17 8 19 16
 3.800000E+01 42 99951 17 4 19 17
 4.000000E+01 44 99948 18 4 22 18
 4.200000E+01 53 99946 27 2 23 19
 4.400000E+01 51 99943 21 5 24 20
 4.600000E+01 52 99940 19 6 24 22
 4.800000E+01 59 99939 23 5 26 24
 5.000000E+01 63 99937 23 7 29 25
 5.200000E+01 65 99933 23 8 32 25
 5.400000E+01 70 99930 24 10 33 26
 5.600000E+01 78 99926 28 11 36 29
 5.800000E+01 93 99916 40 10 38 33
 6.000000E+01 85 99912 31 8 41 36
 6.200000E+01 87 99906 30 8 44 38
 6.400000E+01 100 99901 40 6 49 41
 6.600000E+01 99 99893 34 9 51 43
 6.800000E+01 111 99885 39 14 54 45
 7.000000E+01 120 99873 46 12 56 48
 7.200000E+01 121 99866 45 14 60 48
 7.400000E+01 136 99858 53 15 64 50
 7.600000E+01 142 99850 50 18 69 54
 7.800000E+01 155 99839 57 22 71 55
 8.000000E+01 166 99824 62 24 74 57
 8.200000E+01 170 99808 58 23 83 63
 8.400000E+01 193 99794 73 24 86 69
 8.600000E+01 200 99779 74 22 94 75
 8.800000E+01 211 99764 82 19 101 79
 9.000000E+01 229 99741 88 20 108 88
 9.200000E+01 246 99725 98 23 116 90
 9.400000E+01 247 99713 86 26 125 97
 9.600000E+01 270 99691 103 26 132 100
 9.800000E+01 288 99671 113 27 139 106
 1.000000E+02 320 99645 128 31 147 114
 1.020000E+02 325 99626 124 32 160 118
 1.040000E+02 356 99611 126 47 173 125
 1.060000E+02 373 99580 126 48 183 134
 1.080000E+02 397 99549 145 40 193 144
 1.100000E+02 411 99527 151 36 208 153
 1.120000E+02 459 99494 171 52 219 162
 1.140000E+02 511 99447 198 49 233 179
 1.160000E+02 570 99408 243 49 255 190
 1.180000E+02 583 99371 223 62 269 206
 1.200000E+02 607 99327 230 63 288 215
 1.220000E+02 637 99283 236 60 308 232
 1.240000E+02 703 99224 278 62 326 247
 1.260000E+02 732 99179 278 70 349 262
 1.280000E+02 819 99119 312 95 378 279
 1.300000E+02 867 99049 328 95 403 303
 1.320000E+02 907 98980 335 98 430 322
 1.340000E+02 954 98907 349 109 457 338
 1.360000E+02 1043 98827 391 121 490 359
 1.380000E+02 1062 98769 373 98 533 410
 1.400000E+02 1167 98690 426 116 576 434
 1.420000E+02 1249 98621 475 118 604 455
 1.440000E+02 1364 98534 521 138 652 487
 1.460000E+02 1441 98449 532 162 692 518
 1.480000E+02 1562 98347 594 168 734 556
 1.500000E+02 1579 98261 564 160 785 595
 1.520000E+02 1668 98160 590 162 836 639
 1.540000E+02 1777 98055 626 178 892 677
 1.560000E+02 1935 97931 706 203 951 715
 1.580000E+02 2089 97801 775 225 1014 757
 1.600000E+02 2180 97655 782 234 1079 802
 1.620000E+02 2373 97493 880 252 1137 860
 1.640000E+02 2519 97330 935 264 1208 917
 1.660000E+02 2682 97129 991 293 1284 970
 1.680000E+02 2835 96941 1041 311 1371 1031
 1.700000E+02 3030 96726 1115 337 1463 1091
 1.720000E+02 3211 96524 1181 344 1570 1164
 1.740000E+02 3450 96282 1288 364 1661 1253
 1.760000E+02 3622 96061 1323 370 1787 1340
 1.780000E+02 3824 95826 1370 389 1906 1433
 1.800000E+02 4118 95581 1503 416 2040 1522
 1.820000E+02 4349 95316 1549 456 2172 1629
 1.840000E+02 4584 95006 1632 453 2310 1740
 1.860000E+02 4917 94679 1782 495 2442 1835
 1.880000E+02 5158 94348 1817 521 2574 1958
 1.900000E+02 5482 94002 1899 581 2758 2091
 1.920000E+02 5889 93625 2068 622 2937 2217
 1.940000E+02 6281 93180 2228 641 3141 2361
 1.960000E+02 6694 92766 2381 680 3334 2514
 1.980000E+02 7056 92312 2477 707 3544 2680
 2.000000E+02 7446 91882 2599 761 3771 2836

#Simulation ended (eff.: 0.947463, detail below)
	#Events: 97781
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
