"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 21 127489 11 8 0 2
"3" 8 41 127468 31 7 1 2
"4" 12 51 127458 41 4 2 4
"5" 16 63 127447 48 7 2 6
"6" 20 89 127421 66 12 2 9
"7" 24 116 127390 84 11 4 17
"8" 28 149 127357 95 21 8 25
"9" 32 187 127313 119 23 10 35
"10" 36 259 127246 176 25 16 42
"11" 40 322 127183 213 28 20 61
"12" 44 397 127103 254 42 24 77
"13" 48 489 127012 301 53 34 101
"14" 52 621 126873 381 68 47 125
"15" 56 817 126673 498 94 62 163
"16" 60 1040 126443 650 102 79 209
"17" 64 1317 126161 819 125 101 272
"18" 68 1647 125825 1018 154 131 344
"19" 72 2099 125361 1290 228 156 425
"20" 76 2713 124736 1659 310 207 537
"21" 80 3445 123980 2099 368 275 703
"22" 84 4483 122924 2764 475 348 896
"23" 88 5672 121677 3459 605 456 1152
"24" 92 7225 120073 4440 768 567 1450
"25" 96 9220 118032 5670 956 736 1858
"26" 100 11660 115562 7120 1203 988 2349
"27" 104 14581 112533 8753 1607 1275 2946
"28" 108 18367 108669 10985 1925 1633 3824
"29" 112 22953 104014 13576 2433 2078 4866
"30" 116 28462 98431 16705 3055 2596 6106
"31" 120 34920 91751 20119 3823 3292 7686
"32" 124 42455 84081 23952 4692 4182 9629
"33" 128 51231 75190 28228 5829 5174 12000
"34" 132 60717 65412 32250 7076 6482 14909
"35" 136 70635 55353 35812 8430 7996 18397
"36" 140 80994 44909 38765 9920 9788 22521
"37" 144 90896 34918 40354 11309 11920 27313
"38" 148 100113 25739 40691 12426 14224 32772
"39" 152 107982 17862 39106 13394 16785 38697
"40" 156 114508 11553 35981 14157 19436 44934
"41" 160 119084 7118 31031 14324 22245 51484
"42" 164 122379 4058 25562 13774 25061 57982
"43" 168 124415 2270 19739 13050 27601 64025
"44" 172 125565 1288 14455 11447 30040 69623
"45" 176 126283 770 10057 9722 32065 74439
"46" 180 126713 476 6666 7881 33779 78387
"47" 184 126976 324 4243 6099 35142 81492
"48" 188 127129 245 2632 4395 36203 83899
"49" 192 127213 193 1586 3137 36946 85544
"50" 196 127291 163 918 2194 37447 86732
"51" 200 127318 145 543 1432 37799 87544
