"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 21 12739 11 5 3 2
"3" 8 27 12733 16 1 3 7
"4" 12 31 12728 16 2 4 9
"5" 16 33 12727 18 0 5 10
"6" 20 35 12725 17 2 5 11
"7" 24 40 12719 18 2 6 14
"8" 28 44 12716 16 6 8 14
"9" 32 52 12708 20 6 10 16
"10" 36 56 12703 20 9 10 17
"11" 40 68 12692 25 14 12 17
"12" 44 76 12684 28 11 15 22
"13" 48 82 12678 29 10 16 27
"14" 52 87 12672 24 14 18 31
"15" 56 95 12663 28 9 24 34
"16" 60 107 12653 32 14 24 37
"17" 64 114 12645 32 12 30 40
"18" 68 120 12638 34 8 32 46
"19" 72 129 12631 36 7 35 51
"20" 76 137 12621 34 13 36 54
"21" 80 150 12610 36 15 40 59
"22" 84 159 12599 37 13 42 67
"23" 88 174 12584 42 17 43 72
"24" 92 183 12571 43 11 49 80
"25" 96 196 12564 45 16 50 85
"26" 100 206 12550 40 21 56 89
"27" 104 218 12537 40 23 60 95
"28" 108 229 12529 43 22 60 104
"29" 112 240 12519 45 20 63 112
"30" 116 254 12506 45 20 68 121
"31" 120 265 12495 48 16 72 129
"32" 124 274 12484 45 20 76 133
"33" 128 289 12471 48 19 80 142
"34" 132 302 12455 42 24 83 153
"35" 136 326 12432 59 20 86 161
"36" 140 339 12419 61 22 87 169
"37" 144 348 12409 49 29 90 180
"38" 148 365 12393 47 33 94 191
"39" 152 374 12383 42 28 102 202
"40" 156 394 12361 42 20 109 223
"41" 160 407 12351 49 15 114 229
"42" 164 420 12338 49 21 117 233
"43" 168 431 12327 47 22 120 242
"44" 172 441 12317 38 25 125 253
"45" 176 451 12306 38 20 130 263
"46" 180 464 12295 39 23 134 268
"47" 184 469 12291 33 24 137 275
"48" 188 478 12281 29 24 141 284
"49" 192 487 12273 29 19 144 295
"50" 196 504 12255 40 12 151 301
"51" 200 511 12247 39 14 153 305
