# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 4700 0 0 0 0
 4.000000E+00 0 4700 0 0 0 0
 8.000000E+00 3 4700 3 0 0 0
 1.200000E+01 4 4698 3 1 0 0
 1.600000E+01 6 4694 6 0 0 0
 2.000000E+01 8 4694 6 2 0 0
 2.400000E+01 3 4694 2 0 1 0
 2.800000E+01 8 4694 6 1 1 0
 3.200000E+01 13 4694 10 1 2 0
 3.600000E+01 11 4694 6 1 2 2
 4.000000E+01 25 4690 16 3 2 4
 4.400000E+01 32 4683 21 2 3 6
 4.800000E+01 42 4675 28 4 3 7
 5.200000E+01 48 4666 30 6 4 8
 5.600000E+01 68 4652 42 8 5 13
 6.000000E+01 88 4630 57 8 7 16
 6.400000E+01 106 4614 68 9 9 20
 6.800000E+01 159 4596 107 11 11 30
 7.200000E+01 190 4578 125 16 13 36
 7.600000E+01 224 4544 149 14 17 44
 8.000000E+01 272 4497 181 21 20 50
 8.400000E+01 394 4457 276 31 25 62
 8.800000E+01 506 4379 360 38 32 76
 9.200000E+01 615 4286 426 48 44 97
 9.600000E+01 770 4163 535 68 54 113
 1.000000E+02 918 4022 619 88 66 145
 1.040000E+02 1210 3837 834 103 82 191
 1.080000E+02 1547 3612 1057 122 116 252
 1.120000E+02 1980 3332 1314 193 151 322
 1.160000E+02 2324 2940 1507 207 185 425
 1.200000E+02 2929 2562 1903 247 241 538
 1.240000E+02 3494 2131 2232 289 311 662
 1.280000E+02 4216 1709 2623 402 382 809
 1.320000E+02 5046 1297 3064 479 471 1032
 1.360000E+02 5776 881 3403 554 565 1254
 1.400000E+02 6640 574 3777 658 701 1504
 1.440000E+02 7217 339 3829 740 838 1810
 1.480000E+02 7862 187 3834 870 996 2162
 1.520000E+02 8280 102 3629 907 1185 2559
 1.560000E+02 8565 46 3217 1013 1348 2987
 1.600000E+02 8767 24 2814 1014 1537 3402
 1.640000E+02 8747 10 2282 871 1735 3859
 1.680000E+02 8789 5 1730 910 1888 4261
 1.720000E+02 8692 3 1263 773 2063 4593
 1.760000E+02 8655 0 836 711 2217 4891
 1.800000E+02 8597 0 577 517 2346 5157
 1.840000E+02 8458 0 341 349 2426 5342
 1.880000E+02 8436 0 213 274 2477 5472
 1.920000E+02 8430 0 131 192 2525 5582
 1.960000E+02 8398 0 68 138 2555 5637
 2.000000E+02 8388 0 48 87 2573 5680

#Simulation ended (eff.: 0.955075, detail below)
	#Events: 258918
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
