# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 15800 0 0 0 0
 4.000000E+00 2 15800 2 0 0 0
 8.000000E+00 5 15800 5 0 0 0
 1.200000E+01 2 15800 2 0 0 0
 1.600000E+01 8 15800 8 0 0 0
 2.000000E+01 13 15796 10 2 0 1
 2.400000E+01 14 15794 10 2 0 2
 2.800000E+01 16 15789 10 2 2 2
 3.200000E+01 28 15778 17 5 3 3
 3.600000E+01 34 15760 20 4 6 4
 4.000000E+01 46 15750 28 6 6 6
 4.400000E+01 70 15737 46 7 7 10
 4.800000E+01 78 15711 49 8 8 13
 5.200000E+01 111 15689 69 15 10 17
 5.600000E+01 136 15660 91 10 12 23
 6.000000E+01 175 15631 115 17 15 28
 6.400000E+01 208 15588 125 24 21 38
 6.800000E+01 275 15542 176 23 23 53
 7.200000E+01 337 15472 215 30 27 65
 7.600000E+01 441 15379 285 42 35 79
 8.000000E+01 573 15261 367 57 47 102
 8.400000E+01 745 15103 477 83 58 127
 8.800000E+01 986 14908 637 104 74 171
 9.200000E+01 1237 14632 789 116 96 236
 9.600000E+01 1619 14280 1023 185 128 283
 1.000000E+02 1994 13845 1204 215 176 399
 1.040000E+02 2585 13327 1614 255 214 502
 1.080000E+02 3163 12690 1912 345 263 643
 1.120000E+02 4050 11855 2472 425 337 816
 1.160000E+02 5171 10917 3134 531 446 1060
 1.200000E+02 6410 9804 3814 735 551 1310
 1.240000E+02 7689 8478 4473 861 712 1643
 1.280000E+02 9475 7074 5405 1070 909 2091
 1.320000E+02 11405 5632 6293 1315 1157 2640
 1.360000E+02 13560 4153 7240 1597 1434 3289
 1.400000E+02 15845 2830 8174 1816 1791 4064
 1.440000E+02 18012 1862 8698 2194 2185 4935
 1.480000E+02 20311 1154 9057 2588 2643 6023
 1.520000E+02 22480 711 9146 2829 3222 7283
 1.560000E+02 24507 413 9054 3018 3800 8635
 1.600000E+02 25851 205 8283 3189 4392 9987
 1.640000E+02 26839 105 7084 3255 5002 11498
 1.680000E+02 27767 62 6008 3200 5597 12962
 1.720000E+02 28127 34 4667 2910 6196 14354
 1.760000E+02 28450 23 3430 2690 6713 15617
 1.800000E+02 28600 15 2362 2298 7199 16741
 1.840000E+02 28663 10 1643 1769 7550 17701
 1.880000E+02 28646 6 1011 1354 7850 18431
 1.920000E+02 28727 6 651 1005 8110 18961
 1.960000E+02 28723 3 369 681 8304 19369
 2.000000E+02 28766 2 225 488 8423 19630

#Simulation ended (eff.: 0.950815, detail below)
	#Events: 612958
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
