"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 23 127487 13 7 2 1
"3" 8 30 127477 20 2 3 5
"4" 12 40 127469 24 6 4 6
"5" 16 52 127457 32 7 5 8
"6" 20 69 127441 41 10 9 9
"7" 24 94 127411 60 8 11 15
"8" 28 134 127373 88 12 13 21
"9" 32 149 127352 100 8 15 26
"10" 36 187 127319 118 18 18 33
"11" 40 241 127264 143 30 22 46
"12" 44 313 127188 199 30 28 56
"13" 48 399 127102 257 39 33 70
"14" 52 494 126993 300 57 42 95
"15" 56 653 126838 399 77 60 117
"16" 60 853 126635 536 82 78 157
"17" 64 1116 126369 698 112 92 214
"18" 68 1417 126053 886 144 114 273
"19" 72 1823 125644 1120 213 149 341
"20" 76 2351 125104 1464 249 189 449
"21" 80 3027 124421 1877 322 231 597
"22" 84 3830 123582 2388 368 307 767
"23" 88 4792 122576 2952 509 385 946
"24" 92 6205 121156 3815 688 485 1217
"25" 96 7931 119372 4836 857 657 1581
"26" 100 10074 117191 6174 1005 856 2039
"27" 104 12579 114619 7646 1278 1066 2589
"28" 108 15756 111380 9455 1659 1362 3280
"29" 112 19765 107237 11736 2125 1734 4170
"30" 116 24673 102256 14597 2610 2222 5244
"31" 120 30372 96367 17698 3309 2816 6549
"32" 124 37387 89202 21449 4204 3533 8201
"33" 128 45444 80990 25559 5058 4447 10380
"34" 132 54566 71726 29780 6174 5617 12995
"35" 136 64419 61699 33824 7521 6981 16093
"36" 140 74888 51100 37448 8970 8597 19873
"37" 144 85275 40531 40057 10368 10506 24344
"38" 148 95095 30665 41278 11713 12723 29381
"39" 152 104067 21769 40918 12914 15116 35119
"40" 156 111375 14503 38452 13792 17739 41392
"41" 160 116983 9061 34269 14314 20479 47921
"42" 164 120938 5351 28899 14365 23223 54451
"43" 168 123564 2997 23037 13582 26006 60939
"44" 172 125054 1689 17231 12279 28614 66930
"45" 176 125909 1032 12149 10594 30924 72242
"46" 180 126489 629 8223 8776 32780 76710
"47" 184 126814 410 5324 6921 34276 80293
"48" 188 127065 279 3289 5239 35447 83090
"49" 192 127204 209 1981 3804 36327 85092
"50" 196 127269 171 1167 2656 36949 86497
"51" 200 127317 150 692 1722 37370 87533
