"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 22 127489 12 3 1 6
"3" 32 28 127482 17 2 2 7
"4" 48 33 127476 22 1 3 7
"5" 64 37 127472 24 2 3 8
"6" 80 45 127463 26 6 3 10
"7" 96 58 127452 34 9 4 11
"8" 112 84 127425 49 11 5 19
"9" 128 103 127404 62 9 7 25
"10" 144 119 127388 72 11 7 29
"11" 160 152 127356 94 14 11 33
"12" 176 204 127301 131 17 11 45
"13" 192 254 127245 151 32 15 56
"14" 208 328 127176 200 27 25 76
"15" 224 402 127102 248 34 29 91
"16" 240 486 127009 286 52 42 106
"17" 256 600 126896 344 67 54 135
"18" 272 770 126721 455 82 64 169
"19" 288 1012 126473 605 120 78 209
"20" 304 1303 126176 808 123 107 265
"21" 320 1657 125817 1012 175 137 333
"22" 336 2136 125330 1311 239 169 417
"23" 352 2705 124726 1661 271 231 542
"24" 368 3452 123974 2132 350 288 682
"25" 384 4400 122992 2696 477 366 861
"26" 400 5668 121707 3483 602 470 1113
"27" 416 7227 120116 4441 754 604 1428
"28" 432 9115 118133 5543 948 764 1860
"29" 448 11545 115661 6952 1241 994 2358
"30" 464 14663 112501 8865 1542 1263 2993
"31" 480 18230 108840 10900 1921 1615 3794
"32" 496 22634 104322 13334 2493 2023 4784
"33" 512 28107 98659 16381 3137 2553 6036
"34" 528 34806 91879 20066 3819 3254 7667
"35" 544 42327 84173 23966 4650 4065 9646
"36" 560 50987 75378 27993 5856 5073 12065
"37" 576 60663 65507 32370 7050 6302 14941
"38" 592 70848 55229 36034 8500 7836 18478
"39" 608 81082 44772 38972 9812 9569 22729
"40" 624 91165 34564 40865 11263 11553 27484
"41" 640 100525 25306 41164 12596 13900 32865
"42" 656 108357 17441 39494 13669 16413 38781
"43" 672 114871 11106 36249 14187 19268 45167
"44" 688 119444 6737 31183 14395 22013 51853
"45" 704 122425 3931 25247 13961 24747 58470
"46" 720 124464 2177 19512 12919 27358 64675
"47" 736 125672 1221 14281 11388 29782 70221
"48" 752 126359 701 9918 9696 31826 74919
"49" 768 126767 455 6510 7722 33563 78972
"50" 784 126993 308 4082 6059 34895 81957
"51" 800 127138 231 2482 4400 35931 84325
