"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 24 127487 14 6 3 1
"3" 8 35 127474 25 3 3 4
"4" 12 46 127463 34 2 4 6
"5" 16 51 127456 31 7 4 9
"6" 20 69 127438 39 10 5 15
"7" 24 96 127411 56 14 6 20
"8" 28 124 127383 75 18 6 25
"9" 32 168 127338 106 22 7 33
"10" 36 212 127291 138 15 10 49
"11" 40 253 127249 151 28 16 58
"12" 44 338 127165 211 32 21 74
"13" 48 425 127078 266 38 31 90
"14" 52 534 126965 329 51 42 112
"15" 56 654 126838 397 65 57 135
"16" 60 842 126648 507 100 74 161
"17" 64 1070 126423 661 111 92 206
"18" 68 1373 126100 847 137 114 275
"19" 72 1785 125673 1114 172 151 348
"20" 76 2268 125186 1420 225 203 420
"21" 80 2804 124640 1702 285 260 557
"22" 84 3553 123864 2159 362 334 698
"23" 88 4541 122864 2742 495 420 884
"24" 92 5726 121632 3478 599 533 1116
"25" 96 7297 120032 4408 808 656 1425
"26" 100 9285 117999 5620 995 822 1848
"27" 104 11833 115409 7221 1182 1057 2373
"28" 108 14759 112385 8851 1535 1330 3043
"29" 112 18532 108545 11047 1934 1702 3849
"30" 116 23065 103906 13586 2441 2134 4904
"31" 120 28455 98373 16527 3022 2715 6191
"32" 124 34947 91722 19980 3901 3393 7673
"33" 128 42638 83912 23926 4776 4229 9707
"34" 132 51275 75066 28085 5826 5220 12144
"35" 136 60739 65341 32199 6945 6486 15109
"36" 140 70977 55031 36025 8345 8008 18599
"37" 144 81150 44689 38843 9834 9776 22697
"38" 148 91154 34657 40517 11408 11789 27440
"39" 152 100542 25257 40845 12632 14045 33020
"40" 156 108202 17640 39066 13388 16636 39112
"41" 160 114617 11418 35749 14241 19284 45343
"42" 164 119262 6907 31128 14139 22120 51875
"43" 168 122353 3991 25275 13854 24822 58402
"44" 172 124351 2313 19640 12778 27363 64570
"45" 176 125600 1305 14307 11493 29723 70077
"46" 180 126257 786 9888 9693 31809 74867
"47" 184 126712 471 6578 7835 33492 78807
"48" 188 126968 324 4228 5925 34825 81990
"49" 192 127124 227 2594 4365 35825 84340
"50" 196 127253 173 1593 3087 36571 86002
"51" 200 127318 144 971 2131 37046 87170
