"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 17 12742 7 4 2 4
"3" 8 20 12739 10 1 3 6
"4" 12 24 12736 12 1 3 8
"5" 16 24 12736 11 2 3 8
"6" 20 28 12732 12 4 4 8
"7" 24 29 12729 12 4 5 8
"8" 28 36 12723 18 3 6 9
"9" 32 40 12718 16 4 7 13
"10" 36 49 12711 22 5 7 15
"11" 40 53 12703 22 6 9 16
"12" 44 67 12691 32 5 10 20
"13" 48 77 12683 38 6 11 22
"14" 52 82 12677 32 10 15 25
"15" 56 81 12677 22 11 22 26
"16" 60 94 12666 24 16 22 32
"17" 64 106 12653 31 10 26 39
"18" 68 113 12646 33 11 27 42
"19" 72 122 12638 31 10 30 51
"20" 76 126 12634 30 9 32 55
"21" 80 131 12629 28 10 33 60
"22" 84 139 12619 25 15 36 63
"23" 88 148 12611 29 13 38 68
"24" 92 158 12601 33 12 40 73
"25" 96 163 12593 31 10 41 81
"26" 100 183 12577 43 16 42 82
"27" 104 191 12568 39 20 45 87
"28" 108 204 12555 40 16 51 97
"29" 112 217 12541 39 20 56 102
"30" 116 227 12532 42 18 56 111
"31" 120 237 12520 42 16 60 119
"32" 124 247 12511 41 15 63 128
"33" 128 256 12503 41 14 64 137
"34" 132 269 12489 42 17 66 144
"35" 136 288 12472 47 22 68 151
"36" 140 296 12464 44 19 72 161
"37" 144 307 12450 47 16 77 167
"38" 148 314 12443 42 22 80 170
"39" 152 325 12434 38 17 85 185
"40" 156 331 12425 33 16 90 192
"41" 160 351 12409 39 18 90 204
"42" 164 356 12404 37 12 95 212
"43" 168 361 12398 35 14 96 216
"44" 172 371 12388 32 14 98 227
"45" 176 377 12379 25 18 100 234
"46" 180 389 12371 28 21 102 238
"47" 184 398 12360 26 19 103 250
"48" 188 412 12347 29 16 107 260
"49" 192 417 12343 31 16 108 262
"50" 196 422 12337 29 13 111 269
"51" 200 431 12329 26 18 114 273
