"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 16 32 127478 22 7 1 2
"3" 32 51 127458 41 4 1 5
"4" 48 56 127448 43 3 4 6
"5" 64 71 127436 53 6 5 7
"6" 80 87 127420 55 12 7 13
"7" 96 125 127384 73 21 9 22
"8" 112 166 127337 107 18 13 28
"9" 128 216 127288 134 24 16 42
"10" 144 271 127229 174 23 22 52
"11" 160 346 127158 218 38 28 62
"12" 176 439 127060 272 46 32 89
"13" 192 569 126930 356 55 41 117
"14" 208 716 126776 445 78 56 137
"15" 224 908 126576 566 96 62 184
"16" 240 1144 126331 716 109 87 232
"17" 256 1468 126000 896 170 114 288
"18" 272 1906 125552 1175 195 167 369
"19" 288 2409 125033 1470 260 206 473
"20" 304 3083 124343 1876 325 265 617
"21" 320 3875 123524 2342 418 353 762
"22" 336 5000 122378 3060 526 449 965
"23" 352 6371 120963 3933 622 556 1260
"24" 368 7997 119306 4853 810 703 1631
"25" 384 9998 117260 6016 1008 885 2089
"26" 400 12539 114638 7508 1286 1128 2617
"27" 416 15799 111321 9423 1633 1443 3300
"28" 432 19782 107253 11749 2031 1832 4170
"29" 448 24628 102277 14522 2581 2276 5249
"30" 464 30326 96416 17621 3304 2828 6573
"31" 480 37260 89347 21228 4143 3571 8318
"32" 496 45489 80929 25500 5156 4474 10359
"33" 512 54683 71595 29772 6305 5666 12940
"34" 528 64406 61719 33921 7331 7022 16132
"35" 544 74362 51576 37216 8715 8628 19803
"36" 560 84462 41408 39498 10343 10477 24144
"37" 576 94340 31529 40707 11779 12592 29262
"38" 592 103062 22769 40260 12893 15012 34897
"39" 608 110478 15412 38093 13833 17631 40921
"40" 624 116340 9820 34374 14198 20439 47329
"41" 640 120442 5813 29161 14262 23214 53805
"42" 656 123145 3368 23404 13460 26006 60275
"43" 672 124885 1854 17702 12452 28503 66228
"44" 688 125877 1050 12714 10830 30774 71559
"45" 704 126499 608 8884 8829 32736 76050
"46" 720 126847 396 5758 7107 34304 79678
"47" 736 127044 261 3615 5278 35519 82632
"48" 752 127205 185 2216 3908 36404 84677
"49" 768 127281 157 1345 2782 37052 86102
"50" 784 127318 143 778 1845 37520 87175
"51" 800 127350 125 426 1239 37829 87856
