"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 24 127485 14 6 2 2
"3" 8 32 127477 22 4 3 3
"4" 12 36 127473 25 2 3 6
"5" 16 45 127463 27 6 3 9
"6" 20 54 127452 35 3 4 12
"7" 24 65 127442 43 5 4 13
"8" 28 86 127421 52 10 6 18
"9" 32 110 127398 67 8 7 28
"10" 36 143 127363 87 13 10 33
"11" 40 188 127319 123 16 11 38
"12" 44 233 127268 139 31 19 44
"13" 48 312 127191 190 37 25 60
"14" 52 390 127112 241 40 34 75
"15" 56 498 127004 298 59 42 99
"16" 60 633 126861 378 64 54 137
"17" 64 809 126676 499 80 65 165
"18" 68 1008 126462 613 107 83 205
"19" 72 1299 126168 784 149 99 267
"20" 76 1690 125778 1020 187 136 347
"21" 80 2191 125251 1336 236 169 450
"22" 84 2831 124606 1764 285 227 555
"23" 88 3600 123815 2238 368 288 706
"24" 92 4558 122830 2804 481 368 905
"25" 96 5765 121593 3523 592 491 1159
"26" 100 7322 119989 4431 802 617 1472
"27" 104 9355 117918 5698 979 793 1885
"28" 108 11821 115394 7192 1234 990 2405
"29" 112 14909 112205 8982 1614 1277 3036
"30" 116 18764 108245 11163 2057 1641 3903
"31" 120 23487 103458 13958 2534 2084 4911
"32" 124 28926 97831 16841 3208 2673 6204
"33" 128 35679 91003 20470 3974 3377 7858
"34" 132 43530 82967 24435 5002 4231 9862
"35" 136 52501 73808 28903 5925 5291 12382
"36" 140 61856 64210 32751 7126 6615 15364
"37" 144 72023 53950 36352 8597 8124 18950
"38" 148 82171 43679 39058 10006 9968 23139
"39" 152 91964 33876 40359 11538 12097 27970
"40" 156 101237 24631 40435 12820 14489 33493
"41" 160 108974 16924 38760 13577 17044 39593
"42" 164 115122 10862 35427 14046 19682 45967
"43" 168 119626 6546 30417 14337 22488 52384
"44" 172 122749 3687 24870 13923 25225 58731
"45" 176 124610 2080 19118 12867 27858 64767
"46" 180 125662 1183 13742 11446 30242 70232
"47" 184 126331 700 9494 9610 32381 74846
"48" 188 126725 432 6291 7623 34062 78749
"49" 192 126996 303 4017 5782 35413 81784
"50" 196 127159 209 2511 4278 36303 84067
"51" 200 127230 172 1443 3077 37000 85710
