"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 127500 0 10 0 0
"2" 4 29 127478 19 7 0 3
"3" 8 46 127461 36 6 1 3
"4" 12 57 127452 43 6 2 6
"5" 16 73 127435 54 4 4 11
"6" 20 80 127428 58 5 5 12
"7" 24 103 127406 66 14 9 14
"8" 28 135 127371 83 17 12 23
"9" 32 184 127318 114 23 15 32
"10" 36 248 127255 161 23 19 45
"11" 40 323 127181 199 38 27 59
"12" 44 408 127086 252 42 38 76
"13" 48 527 126970 322 59 47 99
"14" 52 702 126790 450 68 58 126
"15" 56 890 126602 563 83 73 171
"16" 60 1086 126395 673 115 92 206
"17" 64 1400 126076 851 165 119 265
"18" 68 1785 125683 1095 194 142 354
"19" 72 2272 125173 1394 235 188 455
"20" 76 2941 124484 1808 297 238 598
"21" 80 3735 123677 2298 362 298 777
"22" 84 4676 122703 2883 440 361 992
"23" 88 5964 121397 3641 597 478 1248
"24" 92 7505 119849 4546 801 603 1555
"25" 96 9526 117745 5779 1024 777 1946
"26" 100 12122 115087 7338 1290 1020 2474
"27" 104 15210 111893 9116 1658 1323 3113
"28" 108 19195 107799 11466 2102 1664 3963
"29" 112 24025 102900 14238 2593 2155 5039
"30" 116 29717 97059 17305 3283 2716 6413
"31" 120 36456 90199 20902 4038 3441 8075
"32" 124 44312 82124 24868 4958 4330 10156
"33" 128 53082 73183 28950 6074 5431 12627
"34" 132 62873 63261 33160 7368 6740 15605
"35" 136 73194 52855 36739 8846 8309 19300
"36" 140 83429 42464 39380 10243 10148 23658
"37" 144 93279 32567 40763 11567 12241 28708
"38" 148 102220 23587 40470 12809 14605 34336
"39" 152 109725 16157 38413 13677 17268 40367
"40" 156 115740 10242 34861 14145 20021 46713
"41" 160 120103 6129 29876 14314 22833 53080
"42" 164 122863 3555 24087 13566 25605 59605
"43" 168 124655 1990 18197 12622 28176 65660
"44" 172 125787 1143 13197 10895 30509 71186
"45" 176 126360 680 9034 9175 32497 75654
"46" 180 126783 441 6003 7260 34035 79485
"47" 184 127002 301 3748 5621 35311 82322
"48" 188 127144 228 2307 4030 36254 84553
"49" 192 127229 188 1386 2867 36908 86068
"50" 196 127287 163 762 1965 37401 87159
"51" 200 127327 145 463 1308 37708 87848
