# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 4700 0 0 0 0
 4.000000E+00 2 4700 2 0 0 0
 8.000000E+00 2 4700 2 0 0 0
 1.200000E+01 4 4700 4 0 0 0
 1.600000E+01 1 4700 1 0 0 0
 2.000000E+01 2 4700 2 0 0 0
 2.400000E+01 1 4700 1 0 0 0
 2.800000E+01 2 4700 2 0 0 0
 3.200000E+01 3 4700 3 0 0 0
 3.600000E+01 6 4699 5 1 0 0
 4.000000E+01 17 4695 14 2 1 0
 4.400000E+01 16 4693 12 1 2 1
 4.800000E+01 18 4691 13 1 3 1
 5.200000E+01 18 4691 14 0 3 1
 5.600000E+01 32 4684 22 5 3 2
 6.000000E+01 46 4671 31 6 7 2
 6.400000E+01 53 4661 42 2 7 2
 6.800000E+01 53 4657 39 3 8 3
 7.200000E+01 85 4650 65 7 8 5
 7.600000E+01 117 4636 88 9 13 7
 8.000000E+01 147 4609 107 12 14 14
 8.400000E+01 177 4587 121 16 19 21
 8.800000E+01 218 4560 153 18 22 25
 9.200000E+01 320 4508 226 30 29 35
 9.600000E+01 381 4421 266 33 36 46
 1.000000E+02 472 4317 330 39 40 63
 1.040000E+02 596 4216 418 41 49 88
 1.080000E+02 748 4113 536 45 57 110
 1.120000E+02 950 3990 666 77 80 127
 1.160000E+02 1167 3823 819 86 98 164
 1.200000E+02 1466 3632 1009 124 123 210
 1.240000E+02 1902 3368 1314 152 160 276
 1.280000E+02 2384 3056 1625 207 204 348
 1.320000E+02 2825 2673 1862 263 254 446
 1.360000E+02 3492 2265 2289 310 325 568
 1.400000E+02 4242 1821 2742 397 393 710
 1.440000E+02 4951 1357 3050 511 482 908
 1.480000E+02 5614 952 3311 552 598 1153
 1.520000E+02 6420 615 3651 653 714 1402
 1.560000E+02 7215 378 3860 773 846 1736
 1.600000E+02 7933 213 3979 835 1014 2105
 1.640000E+02 8257 129 3628 959 1182 2488
 1.680000E+02 8628 69 3381 954 1367 2926
 1.720000E+02 8804 41 2912 962 1563 3367
 1.760000E+02 8902 21 2337 1008 1723 3834
 1.800000E+02 8783 7 1771 849 1906 4257
 1.840000E+02 8710 6 1267 770 2058 4615
 1.880000E+02 8695 3 893 620 2229 4953
 1.920000E+02 8661 2 565 535 2356 5205
 1.960000E+02 8622 1 365 388 2450 5419
 2.000000E+02 8629 0 251 328 2510 5540

#Simulation ended (eff.: 0.955485, detail below)
	#Events: 257291
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
