# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 7000 0 0 0 0
 4.000000E+00 4 6998 3 0 0 1
 8.000000E+00 4 6997 3 0 0 1
 1.200000E+01 5 6997 4 0 0 1
 1.600000E+01 7 6994 5 0 1 1
 2.000000E+01 7 6993 4 0 1 2
 2.400000E+01 4 6993 1 0 1 2
 2.800000E+01 7 6991 3 1 1 2
 3.200000E+01 11 6988 5 1 1 4
 3.600000E+01 28 6982 19 4 1 4
 4.000000E+01 24 6974 15 2 1 6
 4.400000E+01 27 6972 19 0 1 7
 4.800000E+01 28 6970 18 2 1 7
 5.200000E+01 36 6966 21 2 3 10
 5.600000E+01 59 6963 41 2 5 11
 6.000000E+01 85 6956 59 9 5 12
 6.400000E+01 96 6940 68 8 8 12
 6.800000E+01 128 6919 87 15 11 15
 7.200000E+01 152 6885 105 14 13 20
 7.600000E+01 192 6857 133 11 18 30
 8.000000E+01 224 6825 156 12 21 35
 8.400000E+01 317 6769 223 24 25 45
 8.800000E+01 386 6715 276 23 31 56
 9.200000E+01 497 6622 352 35 40 70
 9.600000E+01 614 6542 425 48 51 90
 1.000000E+02 789 6438 558 55 58 118
 1.040000E+02 974 6290 662 93 74 145
 1.080000E+02 1352 6064 960 112 92 188
 1.120000E+02 1681 5770 1174 139 124 244
 1.160000E+02 2074 5486 1447 155 150 322
 1.200000E+02 2630 5117 1817 220 176 417
 1.240000E+02 3173 4670 2138 268 224 543
 1.280000E+02 3918 4140 2642 329 281 666
 1.320000E+02 4796 3639 3206 408 355 827
 1.360000E+02 5735 2948 3764 518 435 1018
 1.400000E+02 6917 2309 4494 597 566 1260
 1.440000E+02 7936 1681 4912 757 695 1572
 1.480000E+02 9148 1152 5456 877 859 1956
 1.520000E+02 10473 728 6031 990 1050 2402
 1.560000E+02 11428 405 6062 1198 1264 2904
 1.600000E+02 12480 216 6194 1342 1491 3453
 1.640000E+02 13032 119 5809 1444 1749 4030
 1.680000E+02 13447 59 5214 1527 2034 4672
 1.720000E+02 13677 34 4506 1472 2329 5370
 1.760000E+02 13757 18 3705 1383 2620 6049
 1.800000E+02 13719 8 2833 1361 2882 6643
 1.840000E+02 13520 6 2094 1130 3126 7170
 1.880000E+02 13355 4 1422 991 3337 7605
 1.920000E+02 13179 2 908 765 3510 7996
 1.960000E+02 13106 2 606 608 3637 8255
 2.000000E+02 12966 1 346 408 3737 8475

#Simulation ended (eff.: 0.962335, detail below)
	#Events: 463655
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
