"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 15 12743 5 5 1 4
"3" 8 19 12741 7 4 2 6
"4" 12 27 12732 14 4 2 7
"5" 16 33 12727 19 4 2 8
"6" 20 41 12719 24 4 3 10
"7" 24 50 12710 25 9 5 11
"8" 28 62 12698 34 5 6 17
"9" 32 64 12694 29 5 7 23
"10" 36 72 12687 27 12 8 25
"11" 40 79 12680 25 13 11 30
"12" 44 95 12663 35 11 14 35
"13" 48 112 12645 42 12 19 39
"14" 52 123 12635 45 13 22 43
"15" 56 141 12618 48 18 23 52
"16" 60 152 12604 51 17 25 59
"17" 64 171 12588 58 13 29 71
"18" 68 189 12567 60 25 29 75
"19" 72 204 12554 64 22 33 85
"20" 76 224 12533 69 22 36 97
"21" 80 246 12514 75 21 41 109
"22" 84 262 12495 75 24 45 118
"23" 88 274 12483 71 27 47 129
"24" 92 295 12461 64 36 53 142
"25" 96 325 12433 77 31 61 156
"26" 100 355 12404 94 24 65 172
"27" 104 363 12393 80 33 71 179
"28" 108 380 12376 79 41 74 186
"29" 112 412 12343 85 43 79 205
"30" 116 440 12318 92 41 86 221
"31" 120 467 12290 98 45 94 230
"32" 124 494 12262 99 34 113 248
"33" 128 509 12249 95 32 120 262
"34" 132 532 12224 85 45 126 276
"35" 136 569 12189 98 38 139 294
"36" 140 587 12170 98 32 143 314
"37" 144 609 12151 95 35 148 331
"38" 148 622 12134 80 41 154 347
"39" 152 639 12118 71 37 165 366
"40" 156 656 12099 64 44 167 381
"41" 160 691 12067 76 36 177 402
"42" 164 715 12043 81 37 184 413
"43" 168 734 12022 82 34 190 428
"44" 172 745 12014 66 38 199 442
"45" 176 755 12002 54 41 208 452
"46" 180 771 11985 50 41 218 462
"47" 184 794 11964 59 28 224 483
"48" 188 809 11951 56 36 228 489
"49" 192 826 11932 58 32 235 501
"50" 196 838 11920 53 26 240 519
"51" 200 846 11911 45 25 245 531
