"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 25 12735 15 4 0 6
"3" 8 28 12732 16 2 1 9
"4" 12 32 12728 18 3 1 10
"5" 16 34 12726 18 1 2 13
"6" 20 34 12724 14 5 2 13
"7" 24 41 12719 16 7 3 15
"8" 28 49 12711 21 7 3 18
"9" 32 62 12698 25 7 5 25
"10" 36 67 12691 26 4 6 31
"11" 40 73 12686 31 1 7 34
"12" 44 84 12676 33 9 8 34
"13" 48 96 12664 34 12 9 41
"14" 52 108 12651 37 13 11 47
"15" 56 117 12640 41 15 13 48
"16" 60 130 12629 46 18 14 52
"17" 64 144 12615 48 18 16 62
"18" 68 158 12600 50 22 18 68
"19" 72 174 12584 57 20 19 78
"20" 76 183 12572 57 17 23 86
"21" 80 201 12557 63 17 29 92
"22" 84 214 12544 59 24 34 97
"23" 88 229 12531 62 19 40 108
"24" 92 245 12512 55 28 48 114
"25" 96 255 12502 56 17 55 127
"26" 100 270 12487 56 18 59 137
"27" 104 290 12468 61 22 64 143
"28" 108 303 12456 63 17 67 156
"29" 112 310 12448 54 17 72 167
"30" 116 326 12433 54 22 77 173
"31" 120 339 12421 52 26 79 182
"32" 124 361 12397 61 20 87 193
"33" 128 369 12389 58 23 90 198
"34" 132 385 12375 51 28 96 210
"35" 136 397 12360 52 28 99 218
"36" 140 414 12343 56 23 106 229
"37" 144 436 12323 61 21 113 241
"38" 148 453 12303 66 23 114 250
"39" 152 463 12295 58 21 120 264
"40" 156 469 12288 49 26 123 271
"41" 160 483 12274 47 23 126 287
"42" 164 500 12260 49 25 131 295
"43" 168 510 12249 45 23 135 307
"44" 172 532 12227 56 24 137 315
"45" 176 539 12218 55 21 139 324
"46" 180 552 12205 56 17 142 337
"47" 184 566 12194 54 22 145 345
"48" 188 574 12185 49 22 150 353
"49" 192 587 12171 48 23 152 364
"50" 196 605 12155 54 24 155 372
"51" 200 613 12143 41 26 159 387
