# time 'Cases' 'Susceptible' 'Exposed' 'Infected' 'Removed' 'Deads'
 0.000000E+00 0 7000 0 0 0 0
 4.000000E+00 1 7000 1 0 0 0
 8.000000E+00 3 7000 3 0 0 0
 1.200000E+01 1 7000 1 0 0 0
 1.600000E+01 1 7000 1 0 0 0
 2.000000E+01 4 6999 1 0 2 1
 2.400000E+01 5 6999 2 0 2 1
 2.800000E+01 7 6998 3 1 2 1
 3.200000E+01 4 6998 1 0 2 1
 3.600000E+01 6 6998 3 0 2 1
 4.000000E+01 8 6997 4 1 2 1
 4.400000E+01 9 6996 5 1 2 1
 4.800000E+01 8 6996 4 0 2 2
 5.200000E+01 12 6996 7 1 2 2
 5.600000E+01 6 6996 1 1 2 2
 6.000000E+01 11 6995 4 3 2 2
 6.400000E+01 11 6995 4 1 3 3
 6.800000E+01 9 6994 3 0 3 3
 7.200000E+01 8 6994 2 0 3 3
 7.600000E+01 10 6994 3 1 3 3
 8.000000E+01 15 6993 7 2 3 3
 8.400000E+01 9 6992 1 1 3 4
 8.800000E+01 16 6991 5 2 3 6
 9.200000E+01 18 6990 8 0 4 6
 9.600000E+01 19 6990 7 1 5 6
 1.000000E+02 15 6989 2 2 5 6
 1.040000E+02 23 6988 8 2 5 8
 1.080000E+02 23 6987 7 1 6 9
 1.120000E+02 25 6987 8 1 6 10
 1.160000E+02 21 6987 1 3 6 11
 1.200000E+02 37 6982 12 6 6 13
 1.240000E+02 31 6980 6 3 8 14
 1.280000E+02 32 6976 7 1 9 15
 1.320000E+02 36 6974 10 1 10 15
 1.360000E+02 37 6973 8 3 10 16
 1.400000E+02 35 6973 6 1 11 17
 1.440000E+02 35 6973 2 2 12 19
 1.480000E+02 40 6973 7 1 12 20
 1.520000E+02 39 6971 3 3 12 21
 1.560000E+02 41 6971 3 1 12 25
 1.600000E+02 42 6970 3 0 13 26
 1.640000E+02 45 6969 5 0 14 26
 1.680000E+02 44 6969 4 0 14 26
 1.720000E+02 46 6969 4 1 14 27
 1.760000E+02 46 6969 3 1 14 28
 1.800000E+02 46 6968 3 0 14 29
 1.840000E+02 45 6968 2 0 14 29
 1.880000E+02 50 6966 3 2 15 30
 1.920000E+02 51 6966 2 3 15 31
 1.960000E+02 48 6965 0 2 15 31
 2.000000E+02 48 6964 0 1 15 32

#Simulation ended (eff.: 0.907673, detail below)
	#Events: 7098
	#Valid embedding but no longer unary when required: 0.000000
	#Valid embedding but not binary when required: 0.000000
	#Clashing instance: 0.000000
	#Lazy negative update: 1.000000
	#Lazy negative update of non local instances: 0.000000
	#Perturbation interrupting time advance: 0.000000
