"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 16 12744 6 6 1 3
"3" 8 21 12738 11 2 2 6
"4" 12 28 12732 14 5 2 7
"5" 16 33 12727 15 5 4 9
"6" 20 32 12727 11 4 4 13
"7" 24 34 12725 10 5 4 15
"8" 28 41 12719 13 4 7 17
"9" 32 45 12715 14 5 7 19
"10" 36 49 12710 17 3 7 22
"11" 40 57 12703 21 4 8 24
"12" 44 64 12695 23 4 11 26
"13" 48 67 12693 25 3 13 26
"14" 52 69 12689 21 5 14 29
"15" 56 71 12686 18 5 16 32
"16" 60 87 12672 26 11 16 34
"17" 64 95 12664 27 12 18 38
"18" 68 102 12657 30 12 18 42
"19" 72 113 12645 36 7 19 51
"20" 76 127 12633 34 19 21 53
"21" 80 135 12623 36 12 25 62
"22" 84 147 12610 41 11 30 65
"23" 88 160 12598 46 14 31 69
"24" 92 179 12580 57 12 34 76
"25" 96 192 12566 59 14 36 83
"26" 100 203 12555 55 16 43 89
"27" 104 222 12537 59 19 48 96
"28" 108 237 12520 59 20 51 107
"29" 112 257 12501 67 17 53 120
"30" 116 274 12485 65 24 56 129
"31" 120 288 12471 58 25 64 141
"32" 124 300 12457 51 26 69 154
"33" 128 317 12440 54 21 75 167
"34" 132 329 12427 51 24 78 176
"35" 136 349 12409 58 26 84 181
"36" 140 370 12387 60 27 88 195
"37" 144 380 12378 56 23 93 208
"38" 148 395 12363 58 25 96 216
"39" 152 409 12350 60 20 105 224
"40" 156 416 12342 48 25 109 234
"41" 160 429 12328 47 22 113 247
"42" 164 458 12302 54 30 120 254
"43" 168 469 12288 56 22 130 261
"44" 172 480 12278 49 28 132 271
"45" 176 493 12266 47 26 138 282
"46" 180 502 12258 42 20 145 295
"47" 184 511 12248 38 20 150 303
"48" 188 519 12239 37 18 153 311
"49" 192 522 12237 28 19 153 322
"50" 196 530 12229 23 18 157 332
"51" 200 538 12222 22 19 159 338
