"time" "cases" "susceptible" "exposed" "infected" "removed" "dead"
"1" 0 10 12750 0 10 0 0
"2" 4 18 12742 8 8 1 1
"3" 8 25 12735 15 7 1 2
"4" 12 27 12730 17 4 1 5
"5" 16 37 12722 21 9 2 5
"6" 20 50 12707 31 8 3 8
"7" 24 56 12704 29 12 5 10
"8" 28 64 12694 29 11 5 19
"9" 32 77 12680 38 11 6 22
"10" 36 87 12672 39 15 6 27
"11" 40 95 12663 40 11 9 35
"12" 44 111 12648 41 16 11 43
"13" 48 123 12635 44 14 11 54
"14" 52 130 12628 42 15 16 57
"15" 56 139 12620 40 17 21 61
"16" 60 159 12601 50 22 21 66
"17" 64 169 12588 50 16 25 78
"18" 68 188 12569 55 20 26 87
"19" 72 211 12548 64 20 30 97
"20" 76 231 12527 69 21 36 105
"21" 80 247 12511 72 26 39 110
"22" 84 267 12491 76 26 46 119
"23" 88 282 12474 65 29 51 137
"24" 92 304 12455 70 24 58 152
"25" 96 322 12435 68 30 65 159
"26" 100 342 12417 75 28 69 170
"27" 104 357 12402 74 23 76 184
"28" 108 380 12377 74 31 81 194
"29" 112 404 12348 73 39 84 208
"30" 116 440 12314 89 40 88 223
"31" 120 473 12282 103 38 94 238
"32" 124 498 12258 108 31 101 258
"33" 128 520 12237 101 43 104 272
"34" 132 547 12207 104 33 110 300
"35" 136 577 12177 104 35 117 321
"36" 140 604 12153 105 35 124 340
"37" 144 632 12124 105 36 132 359
"38" 148 645 12112 88 44 141 372
"39" 152 677 12080 88 44 149 396
"40" 156 707 12051 98 41 158 410
"41" 160 727 12027 85 45 168 429
"42" 164 755 12005 88 42 178 447
"43" 168 777 11976 87 36 186 468
"44" 172 799 11957 84 29 197 489
"45" 176 821 11936 81 36 204 500
"46" 180 842 11918 72 40 209 521
"47" 184 860 11899 72 32 217 539
"48" 188 877 11882 59 35 230 553
"49" 192 888 11869 53 32 239 564
"50" 196 906 11854 54 28 247 577
"51" 200 916 11843 51 25 254 586
